"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2022-04-30","93.3","0.76","6.17","Chapman, Aroldis",658668,547973,,"ball",,,,,12,"Edward Olivares grounds out to pitcher Aroldis Chapman.","R","R","L","KC","NYY","B",,,1,0,2022,"0.57","1.3","1.39","3.38",,,,0,9,"Bot",,,,,624431,,,0.3688710083198514,-135.87897570071902,-4.292426902695019,6.917994166103291,31.584742927252314,-15.356671729592914,"3.65","1.7",,,,"94.2",2022,"6.9",662797,547973,624431,519203,650402,518626,643396,641796,543305,519317,"53.61",,,,,,,,77,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",153,"0","0.063"
"FF","2022-04-30","95.1","0.69","6.16","Chapman, Aroldis",658668,547973,,"ball",,,,,13,"Edward Olivares grounds out to pitcher Aroldis Chapman.","R","R","L","KC","NYY","B",,,0,0,2022,"0.56","1.56","-1.27","1.55",,,,0,9,"Bot",,,,,624431,,,-6.4618829056550915,-137.9015679515009,-9.904446135404712,8.6620816395895,34.841961855964904,-10.15702302659847,"3.76","1.75",,,,"95.4",2142,"7",662797,547973,624431,519203,650402,518626,643396,641796,543305,519317,"53.53",,,,,,,,77,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",156,"0","0.033"
"FF","2022-04-26","97","0.81","6.12","Chapman, Aroldis",641820,547973,"strikeout","swinging_strike",,,,,1,"Trey Mancini strikes out swinging.","R","R","L","NYY","BAL","S",2,,2,2,2022,"0.45","1.55","-0.45","3.22",,455139,623993,2,9,"Top",,,,,543309,,,-4.498134483270224,-141.20701507964105,-5.854508078809049,7.0597029876481265,32.17722893733269,-10.339603567446314,"3.7","1.7",,,,"98.8",2274,"7.3",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.24",,,"0",1,0,0,,79,6,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",156,"0.01","-0.357"
"FS","2022-04-26","86.8","0.59","6.05","Chapman, Aroldis",641820,547973,,"foul",,,,,8,"Trey Mancini strikes out swinging.","R","R","L","NYY","BAL","S",,,2,2,2022,"0.43","0.54","0.01","1.77",,455139,623993,2,9,"Top",,,,,543309,,,-2.3384477094287437,-126.32904845266359,-5.284277254166612,5.08530167213133,25.421394204085065,-25.574701118358607,"3.7","1.7",,,,"89.3",741,"7.8",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"52.71",,,,,,,,79,5,"Split-Finger",12,8,8,12,8,12,8,12,"Standard","Standard",132,"0","0"
"SL","2022-04-26","87.3","0.73","6.28","Chapman, Aroldis",641820,547973,,"ball",,,,,14,"Trey Mancini strikes out swinging.","R","R","L","NYY","BAL","B",,,1,2,2022,"-0.87","0.64","0.04","1.03",,455139,623993,2,9,"Top",,,,,543309,,,0.12839193847927488,-126.88786727166885,-7.853872826755488,-9.395310188825217,28.40944589480344,-23.772320054336774,"3.58","1.69",,,,"88.4",2258,"7.3",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.22",,,,,,,,79,4,"Slider",12,8,8,12,8,12,8,12,"Standard","Standard",289,"0","0.038"
"FF","2022-04-26","99.1","0.62","6.17","Chapman, Aroldis",641820,547973,,"ball",,,,,13,"Trey Mancini strikes out swinging.","R","R","L","NYY","BAL","B",,,0,2,2022,"0.2","1.5","-1.51","1.48",,455139,623993,2,9,"Top",,,,,543309,,,-6.328094438578624,-143.79830048513887,-10.977481736604116,4.255595756367516,34.15512932648393,-8.93107606932169,"3.65","1.71",,,,"100",2297,"7",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.53",,,,,,,,79,3,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",155,"0","0.03"
"FS","2022-04-26","86.8","0.47","6.13","Chapman, Aroldis",641820,547973,,"called_strike",,,,,6,"Trey Mancini strikes out swinging.","R","R","L","NYY","BAL","S",,,0,1,2022,"0.5","0.25","0.37","2.44",,455139,623993,2,9,"Top",,,,,543309,,,-1.2969826088160992,-126.51511344546654,-3.2290151673844014,5.646561413074138,25.476606391742358,-29.08960858764076,"3.58","1.59",,,,"89",530,"7.5",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"52.98",,,,,,,,79,2,"Split-Finger",12,8,8,12,8,12,8,12,"Standard","Standard",92,"0","-0.095"
"SL","2022-04-26","84.2","0.51","6.23","Chapman, Aroldis",641820,547973,,"called_strike",,,,,8,"Trey Mancini strikes out swinging.","R","R","L","NYY","BAL","S",,,0,0,2022,"-1.18","0.34","0.18","1.94",,455139,623993,2,9,"Top",,,,,543309,,,1.6100394337381074,-122.5357684806975,-4.223216087370864,-12.099702107661226,27.79123704133898,-28.068235981812588,"3.61","1.71",,,,"84.9",1953,"7",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.46",,,,,,,,79,1,"Slider",12,8,8,12,8,12,8,12,"Standard","Standard",290,"0","-0.061"
"FF","2022-04-26","98.9","0.49","6.12","Chapman, Aroldis",623993,547973,"walk","blocked_ball",,,,,13,"Anthony Santander walks.   Robinson Chirinos to 2nd.","R","R","L","NYY","BAL","B",,,3,2,2022,"0.4","1.51","-0.98","0.6",,,455139,2,9,"Top",,,,,543309,,,-5.032798300979196,-143.46907747001464,-13.312086629926926,6.742353116501908,33.16072508285752,-8.446280364893688,"3.51","1.74",,,,"100.5",2340,"7.3",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.18",,,"0.7",1,0,0,,78,6,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",152,"-0.007","0.19"
"FS","2022-04-26","88.1","0.58","6.11","Chapman, Aroldis",623993,547973,,"ball",,,,,14,"Anthony Santander walks.   Robinson Chirinos to 2nd.","R","R","L","NYY","BAL","B",,,2,2,2022,"0.67","-1.19","1.13","1.24",,,455139,2,9,"Top",,,,,543309,,,-0.049791781447097005,-128.11363567112681,-3.1629745366607924,7.233353138338563,31.884481838149963,-44.554482879499226,"3.44","1.69",,,,"89.3",670,"7.5",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"52.97",,,,,,,,78,5,"Split-Finger",12,8,8,12,8,12,8,12,"Standard","Standard",24,"0","0.069"
"SI","2022-04-26","101.6","0.56","6.16","Chapman, Aroldis",623993,547973,,"ball",,,,,13,"Anthony Santander walks.   Robinson Chirinos to 2nd.","R","R","L","NYY","BAL","B",,,1,2,2022,"1.12","1.5","-1.17","1.28",,,455139,2,9,"Top",,,,,543309,,,-7.604839780613425,-147.45005269146387,-12.134820823411589,18.09058383453405,33.50580286004728,-7.548354701078482,"3.46","1.71",,,,"103",2391,"7.1",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.43",,,,,,,,78,4,"Sinker",12,8,8,12,8,12,8,12,"Standard","Standard",162,"0","0.029"
"FS","2022-04-26","87.8","0.56","6.08","Chapman, Aroldis",623993,547973,,"foul",,,,,14,"Anthony Santander walks.   Robinson Chirinos to 2nd.","R","R","L","NYY","BAL","S",,,1,1,2022,"0.65","-0.14","1.04","2.32",,,455139,2,9,"Top",,,,,543309,,,-0.19904946644748797,-127.8118133844131,-2.6387128336541146,7.125034854115102,31.13202582229175,-33.27542773681442,"3.32","1.6",151,"65",33,"88.9",668,"7.4",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.13",,,,,,,,78,3,"Split-Finger",12,8,8,12,8,12,8,12,"Standard","Standard",49,"0","-0.051"
"FF","2022-04-26","98.9","0.42","6.19","Chapman, Aroldis",623993,547973,,"ball",,,,,13,"Anthony Santander walks.   Robinson Chirinos to 2nd.","R","R","L","NYY","BAL","B",,,0,1,2022,"0.15","1.53","-2.33","1.55",,,455139,2,9,"Top",,,,,543309,,,-7.938840092060536,-143.43491851601422,-10.890725327239146,3.911998860048757,34.62683076132486,-8.572694192695215,"3.51","1.71",,,,"99.8",2317,"7.1",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.41",,,,,,,,78,2,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",163,"0","0.026"
"FF","2022-04-26","97.1","0.4","6.18","Chapman, Aroldis",623993,547973,,"called_strike",,,,,2,"Anthony Santander walks.   Robinson Chirinos to 2nd.","R","R","L","NYY","BAL","S",,,0,0,2022,"0.41","1.6","0.23","3.44",,,455139,2,9,"Top",,,,,543309,,,-1.4132422508117688,-141.24580254240172,-5.499911387908318,5.75028932740279,34.091495060772445,-9.757861605188843,"3.33","1.69",,,,"98.2",2208,"7",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.45",,,,,,,,78,1,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",153,"0","-0.035"
"SL","2022-04-26","85","0.61","6.12","Chapman, Aroldis",656775,547973,"field_out","hit_into_play",,,,,13,"Cedric Mullins pops out to first baseman Anthony Rizzo.","R","L","L","NYY","BAL","X",3,"popup",1,1,2022,"-1","1.04","-0.9","2.42",,,455139,1,9,"Top",148.54,169.95,,,543309,,,-1.551015328574483,-123.63795266319815,-4.418117366848724,-9.867204871543127,26.929808302423368,-20.88367095653798,"3.38","1.57",93,"79.8",71,"86",2174,"7.2",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.35",0.006,0.005,"0",1,0,0,3,77,3,"Slider",12,8,8,12,8,12,8,12,"Standard","Standard",280,"0.01","-0.284"
"FF","2022-04-26","96.5","0.64","6.18","Chapman, Aroldis",656775,547973,,"called_strike",,,,,3,"Cedric Mullins pops out to first baseman Anthony Rizzo.","R","L","L","NYY","BAL","S",,,1,0,2022,"0.15","1.42","0.62","3.16",,,455139,1,9,"Top",,,,,543309,,,-0.3991888887457456,-140.35086666314456,-5.65396152971882,2.036859251716196,36.01285989677141,-12.401854833537527,"3.41","1.59",,,,"96.7",2244,"6.7",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.77",,,,,,,,77,2,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",155,"0","-0.058"
"FF","2022-04-26","98.6","0.47","6.03","Chapman, Aroldis",656775,547973,,"ball",,,,,13,"Cedric Mullins pops out to first baseman Anthony Rizzo.","R","L","L","NYY","BAL","B",,,0,0,2022,"0.25","1.49","-1.75","2",,,455139,1,9,"Top",,,,,543309,,,-6.723842071615299,-143.19553964732665,-9.025833314192715,5.116608973165532,34.975921801393426,-9.798863300060761,"3.39","1.52",,,,"99.7",2280,"7.1",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.36",,,,,,,,77,1,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",159,"0","0.042"
"FF","2022-04-26","97.8","0.53","6.16","Chapman, Aroldis",622761,547973,"strikeout","swinging_strike",,,,,12,"Jorge Mateo strikes out swinging.","R","R","L","NYY","BAL","S",2,,0,2,2022,"0.44","1.57","0.16","4.2",,,455139,0,9,"Top",,,,,543309,,,-2.0602574711468016,-142.413145467621,-3.4334812018194514,6.513286381182087,34.847566138946,-10.263524900389628,"3.35","1.61",,,,"99.3",2162,"7.2",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.27",,,"0",1,0,0,,76,3,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",151,"0.016","-0.209"
"FF","2022-04-26","95.5","0.48","6.21","Chapman, Aroldis",622761,547973,,"swinging_strike",,,,,12,"Jorge Mateo strikes out swinging.","R","R","L","NYY","BAL","S",,,0,1,2022,"0.45","1.58","0.34","4.05",,,455139,0,9,"Top",,,,,543309,,,-1.4074176503551858,-139.04080625127153,-3.6506257876002968,6.113960392037365,32.814606740922954,-11.175177495089237,"3.35","1.61",,,,"97",2134,"7.3",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.24",,,,,,,,76,2,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",153,"0","-0.08"
"FF","2022-04-26","93.3","0.51","6.22","Chapman, Aroldis",622761,547973,,"foul",,,,,5,"Jorge Mateo strikes out swinging.","R","R","L","NYY","BAL","S",,,0,0,2022,"0.17","1.42","0.12","2.73",,,455139,0,9,"Top",,,,,543309,,,-1.3901655411584393,-135.70757257601156,-6.384449062642056,2.4109554877072954,31.213671315594688,-13.475823977207051,"3.35","1.61",,,,"94.2",2166,"7",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.54",,,,,,,,76,1,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",158,"0","-0.066"
"SL","2022-04-26","84.4","0.35","6.14","Chapman, Aroldis",455139,547973,"walk","ball",,,,,13,"Robinson Chirinos walks.","R","R","L","NYY","BAL","B",,,3,2,2022,"-0.99","0.87","-1.22","1.66",,,,0,9,"Top",,,,,543309,,,-1.7109104841245821,-122.75012549348858,-5.812057738956606,-9.524363741785535,26.57227209167502,-22.422127390976456,"2.93","1.4",,,,"85.8",2167,"7.4",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.09",,,"0.7",1,0,0,,75,6,"Slider",12,8,8,12,8,12,8,12,"Standard","Standard",280,"-0.016","0.321"
"FS","2022-04-26","85.2","0.62","6.04","Chapman, Aroldis",455139,547973,,"ball",,,,,12,"Robinson Chirinos walks.","R","R","L","NYY","BAL","B",,,2,2,2022,"0.26","-1.18","1.07","2.62",,,,0,9,"Top",,,,,543309,,,0.5312799311621488,-123.90570564871598,0.8275202596093625,2.559582828136895,29.740032197003625,-44.638999694542186,"3.05","1.45",,,,"86",654,"7.3",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.21",,,,,,,,75,5,"Split-Finger",12,8,8,12,8,12,8,12,"Standard","Standard",15,"0","0.103"
"FS","2022-04-26","88.3","0.5","6","Chapman, Aroldis",455139,547973,,"ball",,,,,13,"Robinson Chirinos walks.","R","R","L","NYY","BAL","B",,,1,2,2022,"0.19","0","-2.11","0.5",,,,0,9,"Top",,,,,543309,,,-6.918158430774942,-128.26254323813845,-7.495860670326431,3.461718319610209,25.541679596237312,-30.840987375492457,"3.1","1.47",,,,"90.6",1111,"7.7",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"52.8",,,,,,,,75,4,"Split-Finger",12,8,8,12,8,12,8,12,"Standard","Standard",105,"0","0.037"
"SI","2022-04-26","99","0.48","6.24","Chapman, Aroldis",455139,547973,,"ball",,,,,12,"Robinson Chirinos walks.","R","R","L","NYY","BAL","B",,,0,2,2022,"1.26","1.32","0.57","3.72",,,,0,9,"Top",,,,,543309,,,-2.730987619117461,-144.0232067629411,-4.525266332875057,18.05433479431044,36.995651881895085,-13.025097726766232,"3.14","1.47",,,,"99.6",2320,"6.9",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.63",,,,,,,,75,3,"Sinker",12,8,8,12,8,12,8,12,"Standard","Standard",160,"0","0.017"
"FF","2022-04-26","96.8","0.46","6.36","Chapman, Aroldis",455139,547973,,"swinging_strike",,,,,11,"Robinson Chirinos walks.","R","R","L","NYY","BAL","S",,,0,1,2022,"0.32","1.5","-0.07","3.47",,,,0,9,"Top",,,,,543309,,,-2.1808330139258536,-140.88040154232255,-5.617226466274096,4.786973043145477,34.73826944894611,-11.168940186853963,"3.22","1.52",,,,"97.8",2306,"7",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.49",,,,,,,,75,2,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",159,"0","-0.046"
"FF","2022-04-26","95.6","0.52","6.21","Chapman, Aroldis",455139,547973,,"called_strike",,,,,3,"Robinson Chirinos walks.","R","R","L","NYY","BAL","S",,,0,0,2022,"0.34","1.62","0.3","2.84",,,,0,9,"Top",,,,,543309,,,-1.3677859157299959,-139.0753101248669,-6.9842423933772375,4.7337336154623735,32.80516454438412,-9.859335371125821,"2.93","1.23",,,,"96.9",2202,"7.1",661309,547973,543309,519203,518934,518626,643396,608336,641796,592450,"53.36",,,,,,,,75,1,"4-Seam Fastball",12,8,8,12,8,12,8,12,"Standard","Standard",153,"0","-0.034"
"SI","2022-04-22","101.2","0.67","6.05","Chapman, Aroldis",681526,547973,"strikeout","called_strike",,,,,8,"Bryan Lavastida called out on strikes.","R","R","L","NYY","CLE","S",2,,0,2,2022,"0.95","1.18","-0.11","1.93",,647304,,2,9,"Top",,,,,624431,,,-4.520664379886424,-147.04622064791596,-9.127239006726851,14.865883671688191,35.700465887945626,-12.995932596331771,"3.22","1.56",,,,"102.6",2469,"7.2",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.33",,,"0",1,0,0,,70,3,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",163,"0.012","-0.204"
"FS","2022-04-22","89.6","0.58","6.06","Chapman, Aroldis",681526,547973,,"called_strike",,,,,3,"Bryan Lavastida called out on strikes.","R","R","L","NYY","CLE","S",,,0,1,2022,"0.02","0.09","0.72","2.94",,647304,,2,9,"Top",,,,,624431,,,0.29843374203832485,-130.61015308911854,-1.9860558411359068,0.22267943206344396,26.088246161232988,-30.959941178790594,"3.17","1.51",,,,"91.5",933,"7.2",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.28",,,,,,,,70,2,"Split-Finger",4,1,1,4,1,4,1,4,"Standard","Standard",112,"0","-0.062"
"SL","2022-04-22","84.3","0.6","6.17","Chapman, Aroldis",681526,547973,,"called_strike",,,,,2,"Bryan Lavastida called out on strikes.","R","R","L","NYY","CLE","S",,,0,0,2022,"-1.27","-0.3","0.22","2.78",,647304,,2,9,"Top",,,,,624431,,,1.662356005652566,-122.85858358298174,-0.940441891508684,-13.17232754900653,23.531505764289168,-35.20480999372299,"3.22","1.49",,,,"86.2",2271,"7.4",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.14",,,,,,,,70,1,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",297,"0","-0.046"
"FS","2022-04-22","85.8","0.41","5.99","Chapman, Aroldis",640458,547973,"strikeout","swinging_strike",,,,,9,"Oscar Mercado strikes out swinging.","R","R","L","NYY","CLE","S",2,,2,2,2022,"-0.1","-0.03","0.54","2.1",,647304,,1,9,"Top",,,,,624431,,,0.5085385811157217,-125.08629493020706,-2.9867884607797546,-1.134842208246437,23.58898822623087,-32.112213722093344,"3.4","1.59",,,,"88.1",637,"7.5",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.04",,,"0",1,0,0,,69,5,"Split-Finger",4,1,1,4,1,4,1,4,"Standard","Standard",56,"0.025","-0.286"
"FF","2022-04-22","99.3","0.44","6.09","Chapman, Aroldis",640458,547973,,"ball",,,,,13,"Oscar Mercado strikes out swinging.","R","R","L","NYY","CLE","B",,,1,2,2022,"0.06","1.46","-1.32","1.97",,647304,,1,9,"Top",,,,,624431,,,-5.066496071100232,-144.29379980792316,-9.437113570422984,2.0369350308522045,33.369433311061044,-9.772974066032239,"3.61","1.65",,,,"101.2",2298,"7.4",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.11",,,,,,,,69,4,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard",163,"0","0.03"
"FS","2022-04-22","90.3","0.72","6.03","Chapman, Aroldis",640458,547973,,"ball",,,,,14,"Oscar Mercado strikes out swinging.","R","R","L","NYY","CLE","B",,,0,2,2022,"0.28","-0.19","1.08","1.19",,647304,,1,9,"Top",,,,,624431,,,0.30152874571140625,-131.4991031001372,-5.87742314979844,3.1696396437181678,25.402833074860844,-33.45986555611696,"3.61","1.53",,,,"93.1",542,"7.7",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"52.78",,,,,,,,69,3,"Split-Finger",4,1,1,4,1,4,1,4,"Standard","Standard",99,"0","0.018"
"SL","2022-04-22","84.2","0.33","6.14","Chapman, Aroldis",640458,547973,,"swinging_strike_blocked",,,,,14,"Oscar Mercado strikes out swinging.","R","R","L","NYY","CLE","S",,,0,1,2022,"-1.14","-0.05","0.3","0.8",,647304,,1,9,"Top",,,,,624431,,,2.2457818150033195,-122.51380695387675,-5.990974391954948,-11.919608531979582,24.94868899647551,-31.63303382859318,"3.4","1.59",,,,"85.5",2400,"7.2",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.28",,,,,,,,69,2,"Slider",4,1,1,4,1,4,1,4,"Strategic","Standard",296,"0","-0.071"
"SL","2022-04-22","82.8","0.52","6.18","Chapman, Aroldis",640458,547973,,"called_strike",,,,,12,"Oscar Mercado strikes out swinging.","R","R","L","NYY","CLE","S",,,0,0,2022,"-1.4","0.09","0.91","2.71",,647304,,1,9,"Top",,,,,624431,,,3.726135725609954,-120.57943697667324,-1.5848063943116004,-14.397983972527996,24.875262291610948,-31.22479761417342,"3.49","1.53",,,,"84.3",2317,"7.4",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.14",,,,,,,,69,1,"Slider",4,1,1,4,1,4,1,4,"Strategic","Standard",294,"0","-0.043"
"FS","2022-04-22","88.9","0.56","6.01","Chapman, Aroldis",642708,547973,"field_out","hit_into_play",,,,,13,"Amed Rosario grounds out, shortstop Isiah Kiner-Falefa to first baseman Anthony Rizzo.","R","R","L","NYY","CLE","X",6,"ground_ball",1,2,2022,"-0.08","0.18","-0.97","1.36",,647304,,0,9,"Top",109.73,154.18,,,624431,,,-3.6664966656665654,-129.3403532965288,-5.779280177156088,-0.08675756405007348,29.14455908654741,-29.13832330018328,"3.27","1.57",50,"91.1",2,"90.6",1280,"7.5",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"52.98",0.343,0.318,"0",1,0,0,2,68,4,"Split-Finger",4,1,1,4,1,4,1,4,"Standard","Standard",166,"0.036","-0.163"
"SL","2022-04-22","83.8","0.27","6.23","Chapman, Aroldis",642708,547973,,"foul",,,,,13,"Amed Rosario grounds out, shortstop Isiah Kiner-Falefa to first baseman Anthony Rizzo.","R","R","L","NYY","CLE","S",,,1,1,2022,"-1.06","0.18","-0.07","1.04",,647304,,0,9,"Top",,,,,624431,,,1.3314830588771958,-121.9588654167107,-5.943684169779418,-10.732210178231824,26.883716994079045,-29.355312042890375,"3.27","1.57",2,"71.2",-26,"84.8",2156,"7.2",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.29",,,,,,,,68,3,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",310,"0","-0.09"
"FF","2022-04-22","96.6","0.48","6.27","Chapman, Aroldis",642708,547973,,"ball",,,,,12,"Amed Rosario grounds out, shortstop Isiah Kiner-Falefa to first baseman Anthony Rizzo.","R","R","L","NYY","CLE","B",,,0,1,2022,"0.11","1.4","0.3","4.99",,647304,,0,9,"Top",,,,,624431,,,-0.7546075252693175,-140.6398890512396,-1.012641066857562,1.7007562545012682,34.419817932635375,-13.72261834435149,"3.37","1.63",,,,"98",2242,"7.2",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.3",,,,,,,,68,2,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard",164,"0","0.047"
"FF","2022-04-22","95.5","0.44","6.25","Chapman, Aroldis",642708,547973,,"foul",,,,,1,"Amed Rosario grounds out, shortstop Isiah Kiner-Falefa to first baseman Anthony Rizzo.","R","R","L","NYY","CLE","S",,,0,0,2022,"-0.22","1.64","-0.44","3.08",,647304,,0,9,"Top",,,,,624431,,,-1.860607657061247,-138.9364402848189,-6.517329393756538,-2.354052320589018,32.351201820353005,-9.663147409745823,"3.27","1.57",103,"76",7,"97",2227,"7.2",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.28",,,,,,,,68,1,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard",163,"0","-0.055"
"SL","2022-04-22","83.3","0.46","6.15","Chapman, Aroldis",647304,547973,"double","hit_into_play",,,,,9,"Josh Naylor doubles (2) on a sharp line drive to right fielder Aaron Judge.","R","L","L","NYY","CLE","X",9,"line_drive",2,2,2022,"-1.26","-0.12","0.63","1.71",,,,0,9,"Top",225.09,105,,,624431,,,2.930458860556502,-121.20546434296155,-3.5317328226860916,-12.936014537713042,24.664424412073853,-32.81213438743756,"3.32","1.53",268,"103.8",13,"84.7",2249,"7.3",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.21",0.84,0.865,"1.25",1,1,1,4,67,6,"Slider",4,1,1,4,1,4,1,4,"Infield shade","Standard",295,"-0.042","0.659"
"SL","2022-04-22","84.1","0.5","6.26","Chapman, Aroldis",647304,547973,,"foul",,,,,6,"Josh Naylor doubles (2) on a sharp line drive to right fielder Aaron Judge.","R","L","L","NYY","CLE","S",,,2,2,2022,"-1.54","0.04","0.29","2.64",,,,0,9,"Top",,,,,624431,,,2.6440451702579786,-122.42110661853516,-2.0413393909310527,-15.987243988931683,26.562974769454474,-31.576983089473586,"3.32","1.53",130,"72.8",75,"85.3",2297,"7.3",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.23",,,,,,,,67,5,"Slider",4,1,1,4,1,4,1,4,"Infield shade","Standard",296,"0","0"
"SL","2022-04-22","82","0.62","6.14","Chapman, Aroldis",647304,547973,,"called_strike",,,,,6,"Josh Naylor doubles (2) on a sharp line drive to right fielder Aaron Judge.","R","L","L","NYY","CLE","S",,,2,1,2022,"-1.1","0.69","0.62","2.55",,,,0,9,"Top",,,,,624431,,,2.1832265803981974,-119.35035173967583,-2.8945952730088265,-10.901165452542878,24.660544976317738,-25.264216382095487,"3.1","1.41",,,,"83.1",2126,"7.2",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.31",,,,,,,,67,4,"Slider",4,1,1,4,1,4,1,4,"Strategic","Standard",287,"0","-0.066"
"SL","2022-04-22","83.4","0.45","6.17","Chapman, Aroldis",647304,547973,,"ball",,,,,13,"Josh Naylor doubles (2) on a sharp line drive to right fielder Aaron Judge.","R","L","L","NYY","CLE","B",,,1,1,2022,"-1.44","0.36","-0.95","2.12",,,,0,9,"Top",,,,,624431,,,-0.39632103189446605,-121.43517224609636,-3.6018238983106703,-14.124081706813467,24.632748113746505,-28.136100396592656,"3.12","1.53",,,,"84.4",2193,"7",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.48",,,,,,,,67,3,"Slider",4,1,1,4,1,4,1,4,"Strategic","Standard",300,"0","0.049"
"FF","2022-04-22","93.8","0.53","6.18","Chapman, Aroldis",647304,547973,,"called_strike",,,,,8,"Josh Naylor doubles (2) on a sharp line drive to right fielder Aaron Judge.","R","L","L","NYY","CLE","S",,,1,0,2022,"0.21","1.28","-0.17","1.94",,,,0,9,"Top",,,,,624431,,,-2.3380083155587723,-136.49356856070946,-8.181845404707214,3.180947653337964,30.03284151618541,-14.61136743258502,"3.22","1.58",,,,"95.3",2055,"7.2",661311,547973,624431,519203,650402,518626,643396,608336,641796,592450,"53.35",,,,,,,,67,2,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Strategic","Standard",161,"0","-0.043"
