"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FS","2023-08-15","93.6","0.63","6.17","Chapman, Aroldis",650859,547973,,"ball",,,,,13,"Luis Rengifo strikes out on a foul tip.","R","R","L","TEX","LAA","B",,,0,2,2023,"0.16","-0.1","-0.25","0.95",,,,0,8,"Top",,,,,641680,,,-2.6590987956470045,-136.1918143337961,-7.594962522193945,2.5776346825612424,29.1697778577569,-32.05710264527282,"3.1","1.47",,,,"94.8",1417,"6.9",716985,547973,641680,663993,543760,677649,608369,608671,679881,666969,"53.57",,,,,,,,61,5,"Split-Finger",5,1,1,5,1,5,1,5,"Standard","Standard",118,"0","0.022"
"SI","2023-08-15","101.9","0.4","6.11","Chapman, Aroldis",650859,547973,,"foul",,,,,1,"Luis Rengifo strikes out on a foul tip.","R","R","L","TEX","LAA","S",,,0,2,2023,"1.13","1.34","-0.63","2.78",,,,0,8,"Top",,,,,641680,,,-5.681694375928612,-148.183558315145,-7.424983470919395,17.958805949113906,34.563670310735105,-10.786989173209049,"3.12","1.47",165,"89",10,"103.3",2406,"7",716985,547973,641680,663993,543760,677649,608369,608671,679881,666969,"53.49",,,,,,,,61,4,"Sinker",5,1,1,5,1,5,1,5,"Standard","Standard",155,"0","0"
"SI","2023-08-15","101.9","0.38","6.07","Chapman, Aroldis",650859,547973,,"foul",,,,,6,"Luis Rengifo strikes out on a foul tip.","R","R","L","TEX","LAA","S",,,0,2,2023,"1.12","1.24","0.32","2.25",,,,0,8,"Top",,,,,641680,,,-2.9077741410568585,-148.20025036511595,-8.505175449811361,17.222339341387656,36.73529264354855,-12.110858932117166,"3.12","1.47",279,"87.3",41,"103",2371,"7",716985,547973,641680,663993,543760,677649,608369,608671,679881,666969,"53.5",,,,,,,,61,3,"Sinker",5,1,1,5,1,5,1,5,"Standard","Standard",156,"0","0"
"SL","2023-08-15","89","0.56","6.36","Chapman, Aroldis",650859,547973,,"called_strike",,,,,14,"Luis Rengifo strikes out on a foul tip.","R","R","L","TEX","LAA","S",,,0,1,2023,"-0.62","0.71","0.86","1.89",,,,0,8,"Top",,,,,641680,,,2.0510156324335918,-129.44515633726047,-6.482912245966308,-7.34842582882956,27.314284015974483,-23.027872306744037,"3.17","1.4",,,,"90",2279,"6.9",716985,547973,641680,663993,543760,677649,608369,608671,679881,666969,"53.57",,,,,,,,61,2,"Slider",5,1,1,5,1,5,1,5,"Standard","Strategic",281,"0","-0.049"
"FF","2023-08-15","98.1","0.41","6.12","Chapman, Aroldis",650859,547973,,"foul",,,,,13,"Luis Rengifo strikes out on a foul tip.","R","R","L","TEX","LAA","S",,,0,0,2023,"0.38","1.52","-0.86","1.79",,,,0,8,"Top",,,,,641680,,,-4.356628533854324,-142.55444580624211,-9.80885437760217,6.201181270969925,34.711633123271206,-9.397713928253378,"3.12","1.47",139,"63",70,"98.9",2328,"6.9",716985,547973,641680,663993,543760,677649,608369,608671,679881,666969,"53.57",,,,,,,,61,1,"4-Seam Fastball",5,1,1,5,1,5,1,5,"Standard","Strategic",152,"0","-0.038"
"SI","2023-08-13","102.1","0.39","6.29","Chapman, Aroldis",527038,547973,"strikeout","swinging_strike",,,,,3,"Wilmer Flores strikes out swinging.","R","R","L","SF","TEX","S",2,,0,2,2023,"0.92","1.25","0.64","3.16",,671218,,2,9,"Bot",,,,,641680,,,-1.5347727707887242,-148.7312707868388,-6.70419437133993,14.06591825588463,33.880756217545205,-12.270871940108796,"3.14","1.57",,,,"103.9",2238,"7.1",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.42",,,"0",1,0,0,,72,4,"Sinker",1,1,1,1,1,1,1,1,"Standard","Strategic",149,"-0.108","-0.206"
"SI","2023-08-13","102.8","0.37","6.21","Chapman, Aroldis",527038,547973,,"foul",,,,,13,"Wilmer Flores strikes out swinging.","R","R","L","SF","TEX","S",,,0,2,2023,"1","1.34","-1.05","1.21",,671218,,2,9,"Bot",,,,,641680,,,-6.5594156431473225,-149.22998811945723,-12.375314338251929,16.493966590285464,34.63597517381177,-9.369774366941718,"3.14","1.57",76,"37.4",32,"104.6",2490,"7.3",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.23",,,,,,,,72,3,"Sinker",1,1,1,1,1,1,1,1,"Standard","Strategic",161,"0","0"
"FF","2023-08-13","99.8","0.43","6.29","Chapman, Aroldis",527038,547973,,"called_strike",,,,,3,"Wilmer Flores strikes out swinging.","R","R","L","SF","TEX","S",,,0,1,2023,"0.29","1.56","0.66","3.09",,671218,,2,9,"Bot",,,,,641680,,,-0.030024884093989984,-145.31459432276745,-7.1973954180677,4.083500958711517,34.032888970606635,-8.64739403031806,"3.17","1.56",,,,"101.5",2478,"7.2",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.32",,,,,,,,72,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Strategic",157,"0","-0.068"
"FF","2023-08-13","100.4","0.5","6.25","Chapman, Aroldis",527038,547973,,"called_strike",,,,,6,"Wilmer Flores strikes out swinging.","R","R","L","SF","TEX","S",,,0,0,2023,"0.25","1.5","0.46","2.44",,671218,,2,9,"Bot",,,,,641680,,,-0.7222975371814669,-146.16759698675173,-8.991772669944577,3.7586727692688084,30.75218226716964,-8.76208470580865,"3.2","1.56",,,,"103",2474,"7.4",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.08",,,,,,,,72,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Strategic",158,"0","-0.051"
"SI","2023-08-13","101.6","0.48","6.26","Chapman, Aroldis",596103,547973,"strikeout","called_strike",,,,,8,"Austin Slater called out on strikes.","R","R","L","SF","TEX","S",2,,1,2,2023,"1","1.28","-0.06","2.07",,671218,,1,9,"Bot",,,,,641680,,,-3.948056170549835,-147.79376088073968,-9.703285426000235,15.567506328516242,30.173611028053823,-11.412775503505438,"3.63","1.72",,,,"103.6",2438,"7",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.46",,,"0",1,0,0,,71,5,"Sinker",1,1,1,1,1,1,1,1,"Standard","Strategic",150,"-0.091","-0.251"
"SI","2023-08-13","99.3","0.47","6.32","Chapman, Aroldis",596103,547973,,"foul",,,,,5,"Austin Slater called out on strikes.","R","R","L","SF","TEX","S",,,1,2,2023,"0.88","1.16","0.16","2.9",,671218,,1,9,"Bot",,,,,641680,,,-2.943617473728371,-144.6066714688549,-6.837524828403128,13.02155841416501,29.860570020443028,-14.527125132153213,"3.5","1.73",270,"87.6",39,"101.5",2313,"7.2",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.29",,,,,,,,71,4,"Sinker",1,1,1,1,1,1,1,1,"Standard","Strategic",162,"0","0"
"SL","2023-08-13","85.4","0.35","6.33","Chapman, Aroldis",596103,547973,,"foul",,,,,4,"Austin Slater called out on strikes.","R","R","L","SF","TEX","S",,,1,1,2023,"-1.4","0.06","-0.57","2.68",,671218,,1,9,"Bot",,,,,641680,,,0.665928058994534,-124.57955338824436,-2.5482520362058643,-14.875919588472042,21.993130865516612,-31.331750568963415,"3.5","1.73",139,"54.7",51,"87.6",2331,"7.3",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.22",,,,,,,,71,3,"Slider",1,1,1,1,1,1,1,1,"Standard","Strategic",289,"0","-0.096"
"SL","2023-08-13","88.2","0.37","6.37","Chapman, Aroldis",596103,547973,,"ball",,,,,13,"Austin Slater called out on strikes.","R","R","L","SF","TEX","B",,,0,1,2023,"-0.75","0.33","-0.47","1.44",,671218,,1,9,"Bot",,,,,641680,,,-0.4735862568064662,-128.39805862206074,-6.707958724591252,-8.255157635475587,25.961294255688607,-27.342764903809844,"3.54","1.72",,,,"89.9",2192,"7.3",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.24",,,,,,,,71,2,"Slider",1,1,1,1,1,1,1,1,"Standard","Strategic",268,"0","0.03"
"FF","2023-08-13","97.7","0.5","6.27","Chapman, Aroldis",596103,547973,,"foul",,,,,2,"Austin Slater called out on strikes.","R","R","L","SF","TEX","S",,,0,0,2023,"0.27","1.46","0.08","3.28",,671218,,1,9,"Bot",,,,,641680,,,-1.7997784175800902,-142.35230828707688,-6.075620492637727,4.10362385435593,30.28848883757592,-11.087807653302953,"3.5","1.73",199,"82.8",21,"100",2260,"7.3",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.17",,,,,,,,71,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",162,"0","-0.047"
"SI","2023-08-13","98.4","0.27","6.32","Chapman, Aroldis",671218,547973,"double","hit_into_play",,,,,2,"Heliot Ramos doubles (4) on a sharp fly ball to center fielder Leody Taveras.","R","R","L","SF","TEX","X",8,"fly_ball",1,2,2023,"0.95","1.15","0.14","2.84",,,,1,9,"Bot",173.93,64.12,,,641680,,,-2.6041734431558914,-143.22133939809456,-6.7937984498652995,13.666725099944653,31.401588527028935,-15.048752910895285,"3.13","1.48",378,"101.2",31,"100.4",2242,"7.3",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.23",0.574,1.095,"1.25",1,1,1,6,70,5,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",159,"0.122","0.468"
"SI","2023-08-13","101.1","0.42","6.2","Chapman, Aroldis",671218,547973,,"foul",,,,,1,"Heliot Ramos doubles (4) on a sharp fly ball to center fielder Leody Taveras.","R","R","L","SF","TEX","S",,,1,2,2023,"0.87","1.15","-0.4","2.83",,,,1,9,"Bot",,,,,641680,,,-4.438992721365764,-147.16365137699535,-6.980712552489672,13.732237966196193,31.297838700738822,-14.054030081897288,"3.13","1.48",147,"78.6",25,"103.1",2423,"7.1",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.41",,,,,,,,70,4,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",156,"0","0"
"FF","2023-08-13","97.9","0.53","6.33","Chapman, Aroldis",671218,547973,,"swinging_strike",,,,,12,"Heliot Ramos doubles (4) on a sharp fly ball to center fielder Leody Taveras.","R","R","L","SF","TEX","S",,,1,1,2023,"0.29","1.41","0.91","3.85",,,,1,9,"Bot",,,,,641680,,,0.38475464346989185,-142.71352743020503,-4.598503278185639,3.8739310268814426,30.570810163161298,-12.030133935585294,"3.13","1.48",,,,"100.3",2263,"7.3",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.15",,,,,,,,70,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",165,"0","-0.043"
"FF","2023-08-13","97.3","0.49","6.31","Chapman, Aroldis",671218,547973,,"foul",,,,,4,"Heliot Ramos doubles (4) on a sharp fly ball to center fielder Leody Taveras.","R","R","L","SF","TEX","S",,,1,0,2023,"0.01","1.46","-0.67","2.36",,,,1,9,"Bot",,,,,641680,,,-3.1708518405842425,-141.5529644075837,-8.585809038359077,0.8452954815971094,29.390976834174342,-10.829924736748662,"3.13","1.48",163,"67.5",57,"99",2367,"7.1",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.43",,,,,,,,70,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",160,"0","-0.031"
"FF","2023-08-13","98.4","0.53","6.33","Chapman, Aroldis",671218,547973,,"ball",,,,,12,"Heliot Ramos doubles (4) on a sharp fly ball to center fielder Leody Taveras.","R","R","L","SF","TEX","B",,,0,0,2023,"0.44","1.53","2.15","5.64",,,,1,9,"Bot",,,,,641680,,,3.4026614873783125,-143.30629825600096,0.005222759527858667,5.32851022897369,31.68980351676136,-11.18484329188674,"3.36","1.56",,,,"99.9",2328,"7",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.52",,,,,,,,70,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",158,"0","0.025"
"SI","2023-08-13","100.1","0.31","6.27","Chapman, Aroldis",682641,547973,"strikeout","called_strike",,,,,4,"Luis Matos called out on strikes.","R","R","L","SF","TEX","S",2,,0,2,2023,"0.97","1.19","-0.42","2.32",,,,0,9,"Bot",,,,,641680,,,-4.354789991261736,-145.69161125368916,-8.460572338836732,14.82658416127429,31.53082324677648,-13.512704073153795,"3.48","1.68",,,,"101.7",2311,"7",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.53",,,"0",1,0,0,,69,4,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",158,"-0.057","-0.152"
"SI","2023-08-13","100.8","0.53","6.23","Chapman, Aroldis",682641,547973,,"foul",,,,,2,"Luis Matos called out on strikes.","R","R","L","SF","TEX","S",,,0,2,2023,"1","1.1","0.26","3.5",,,,0,9,"Bot",,,,,641680,,,-3.171797888988834,-146.8814271264558,-5.012587345693952,15.260457681141338,31.76833807120024,-15.255495338860682,"3.47","1.69",244,"79.6",43,"103.1",2444,"7.2",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.27",,,,,,,,69,3,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",157,"0","0"
"FF","2023-08-13","97.1","0.57","6.23","Chapman, Aroldis",682641,547973,,"foul",,,,,6,"Luis Matos called out on strikes.","R","R","L","SF","TEX","S",,,0,1,2023,"0.46","1.32","0.45","2.66",,,,0,9,"Bot",,,,,641680,,,-1.39393351633534,-141.397052325748,-7.203642258827094,6.443897746489341,30.39864134494343,-12.985899202740963,"3.47","1.69",280,"87",40,"99",2316,"7.2",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.31",,,,,,,,69,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",158,"0","-0.049"
"FF","2023-08-13","96","0.42","6.3","Chapman, Aroldis",682641,547973,,"swinging_strike",,,,,12,"Luis Matos called out on strikes.","R","R","L","SF","TEX","S",,,0,0,2023,"0.3","1.42","0.08","4.05",,,,0,9,"Bot",,,,,641680,,,-1.6011002932733256,-139.86662117630271,-3.630148773165668,4.353018925737925,30.41062685470376,-12.961819189397803,"3.47","1.69",,,,"97.2",2279,"6.8",717008,547973,641680,663993,543760,669701,608369,677649,665750,679881,"53.68",,,,,,,,69,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",153,"0","-0.038"
"SI","2023-08-11","100.6","0.58","6.18","Chapman, Aroldis",682641,547973,"strikeout","swinging_strike",,,,,6,"Luis Matos strikes out swinging.","R","R","L","SF","TEX","S",2,,0,2,2023,"1.12","1.13","0.63","2.78",672275,,,2,8,"Bot",,,,,641598,,,-2.5518933813898252,-146.47152782957934,-6.900931842671732,16.703906250662154,33.83366728996,-14.46357176791146,"3.46","1.7",,,,"102.4",2514,"7.2",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.3",,,"0",1,0,0,,59,3,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",290,"-0.052","-0.23"
"FF","2023-08-11","99.1","0.48","6.23","Chapman, Aroldis",682641,547973,,"foul",,,,,4,"Luis Matos strikes out swinging.","R","R","L","SF","TEX","S",,,0,1,2023,"0.25","1.49","-0.46","2.62",672275,,,2,8,"Bot",,,,,641598,,,-3.2136539302689457,-144.1109661775221,-8.045697079962492,4.27217603897919,33.62817395258195,-9.761241140633556,"3.46","1.7",208,"70.6",31,"100.8",2520,"7.3",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.22",,,,,,,,59,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",152,"0","-0.062"
"FF","2023-08-11","97.9","0.38","6.21","Chapman, Aroldis",682641,547973,,"called_strike",,,,,13,"Luis Matos strikes out swinging.","R","R","L","SF","TEX","S",,,0,0,2023,"0.41","1.5","-0.84","2.19",672275,,,2,8,"Bot",,,,,641598,,,-4.326712488458228,-142.34302033164818,-9.060662205871873,6.540298694313484,30.017915022695302,-9.904430622342883,"3.57","1.69",,,,"100.2",2423,"7.4",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.06",,,,,,,,59,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",160,"0","-0.043"
"SL","2023-08-11","88.6","0.5","6.27","Chapman, Aroldis",664029,547973,"strikeout","swinging_strike",,,,,5,"Mark Mathias strikes out swinging.","R","R","L","SF","TEX","S",2,,3,2,2023,"-0.74","0.64","0.04","2.76",672275,,,1,8,"Bot",,,,,641598,,,0.44674961539831876,-129.0979738738373,-3.908570176533345,-8.387853177077508,27.256240551269645,-24.45022864571257,"3.31","1.58",,,,"90.4",2218,"7.3",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.15",,,"0",1,0,0,,58,6,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",240,"-0.093","-0.518"
"SL","2023-08-11","89.6","0.44","6.31","Chapman, Aroldis",664029,547973,,"swinging_strike",,,,,13,"Mark Mathias strikes out swinging.","R","R","L","SF","TEX","S",,,3,1,2023,"-0.97","0.69","-1.46","2.32",672275,,,1,8,"Bot",,,,,641598,,,-2.689587857182874,-130.4463210110026,-5.39760463084209,-10.473176297129806,28.991342120103567,-23.327695473371893,"3.31","1.58",,,,"91.3",2447,"7.4",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.11",,,,,,,,58,5,"Slider",0,2,0,2,2,0,0,2,"Infield shade","Standard",258,"0","-0.134"
"FF","2023-08-11","96.5","0.44","6.14","Chapman, Aroldis",664029,547973,,"ball",,,,,13,"Mark Mathias strikes out swinging.","R","R","L","SF","TEX","B",,,2,1,2023,"0.25","1.52","-2.25","1.49",,672275,,1,8,"Bot",,,,,641598,,,-7.844366360647699,-140.05078845189576,-10.452569778207089,4.9318871792479415,29.548932405511625,-9.927797931912204,"3.37","1.7",,,,"98.3",2409,"7.3",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.2",,,,,,,,58,4,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",155,"0.031","0.076"
"SL","2023-08-11","87.5","0.6","6.35","Chapman, Aroldis",664029,547973,,"ball",,,,,12,"Mark Mathias strikes out swinging.","R","R","L","SF","TEX","B",,,1,1,2023,"-0.47","0.76","0.52","5.28",,,672275,1,8,"Bot",,,,,641598,,,0.8064641662290845,-127.55078017749172,1.9256030993819566,-5.334422403071167,22.275761099514884,-24.252479442168507,"3.3","1.64",,,,"89.6",2369,"7.2",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.32",,,,,,,,58,3,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",232,"0.018","0.054"
"FF","2023-08-11","97.5","0.65","6.19","Chapman, Aroldis",664029,547973,,"called_strike",,,,,5,"Mark Mathias strikes out swinging.","R","R","L","SF","TEX","S",,,1,0,2023,"0.35","1.59","0.18","2.81",,,672275,1,8,"Bot",,,,,641598,,,-2.1035658955195404,-141.89136970606145,-7.3670713077411385,5.175056108622208,31.278180358778673,-9.252482879488337,"3.37","1.64",,,,"99.3",2360,"7.2",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.3",,,,,,,,58,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",156,"0","-0.062"
"FF","2023-08-11","97.7","0.38","6.25","Chapman, Aroldis",664029,547973,,"blocked_ball",,,,,13,"Mark Mathias strikes out swinging.","R","R","L","SF","TEX","B",,,0,0,2023,"0.2","1.46","-1.67","0.88",,,672275,1,8,"Bot",,,,,641598,,,-6.086233072101919,-141.76140258152253,-12.565889815693257,3.952404172505045,28.224216393257624,-9.941028660236283,"3.37","1.58",,,,"99.6",2334,"7.2",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.26",,,,,,,,58,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",165,"0","0.042"
"SL","2023-08-11","89.8","0.51","6.31","Chapman, Aroldis",672275,547973,"walk","ball",,,,,14,"Patrick Bailey walks.","R","R","L","SF","TEX","B",,,3,2,2023,"-0.7","0.29","0.07","0.33",,,,1,8,"Bot",,,,,641598,,,0.4258315166408272,-130.45349594167178,-9.588252744679039,-8.073279713103492,28.13457262404929,-27.032000238371577,"3.23","1.55",,,,"91.5",2323,"7.4",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.06",,,"0.7",1,0,0,,57,8,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",270,"0.052","0.227"
"SL","2023-08-11","91.2","0.5","6.24","Chapman, Aroldis",672275,547973,,"ball",,,,,11,"Patrick Bailey walks.","R","R","L","SF","TEX","B",,,2,2,2023,"0.12","0.26","-0.67","3.43",,,,1,8,"Bot",,,,,641598,,,-3.261989940127534,-132.84902668713403,-1.796817373099755,2.0769305453895455,26.618503417425725,-28.945676981907184,"3.2","1.43",,,,"93.5",2141,"7.5",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.05",,,,,,,,57,7,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",80,"0","0.059"
"SI","2023-08-11","100.5","0.56","6.24","Chapman, Aroldis",672275,547973,,"foul",,,,,5,"Patrick Bailey walks.","R","R","L","SF","TEX","S",,,2,2,2023,"1.03","1.23","-0.11","2.6",,,,1,8,"Bot",,,,,641598,,,-4.3689547684177406,-146.1589497409581,-7.805194104893916,15.778525272888382,32.59839606856649,-12.880523799482889,"3.3","1.55",206,"83.4",61,"102.4",2109,"7.2",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.26",,,,,,,,57,6,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",161,"0","0"
"SI","2023-08-11","101","0.45","6.18","Chapman, Aroldis",672275,547973,,"foul",,,,,5,"Patrick Bailey walks.","R","R","L","SF","TEX","S",,,2,2,2023,"1.21","1.41","-0.27","2.16",,,,1,8,"Bot",,,,,641598,,,-5.004119722321107,-146.78724965467825,-9.358115762395787,18.745789082972536,35.048993249308445,-9.750282312900868,"3.3","1.55",228,"80.2",55,"102.5",2253,"7.2",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.33",,,,,,,,57,5,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",60,"0","0"
"SL","2023-08-11","87.7","0.23","6.36","Chapman, Aroldis",672275,547973,,"called_strike",,,,,4,"Patrick Bailey walks.","R","R","L","SF","TEX","S",,,2,1,2023,"-0.72","0.48","-0.36","2.58",,,,1,8,"Bot",,,,,641598,,,0.07199845986423109,-127.75869647019817,-4.07859113410582,-7.924658474816578,26.981195318653917,-26.235844651544088,"3.26","1.58",,,,"89.3",2346,"7.3",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.22",,,,,,,,57,4,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",277,"0","-0.048"
"SL","2023-08-11","90.3","0.29","6.22","Chapman, Aroldis",672275,547973,,"ball",,,,,13,"Patrick Bailey walks.","R","R","L","SF","TEX","B",,,1,1,2023,"0.28","0.44","-1.34","1.76",,,,1,8,"Bot",,,,,641598,,,-4.750852764289378,-131.4811909204234,-6.278389329781102,4.157804320805952,25.225431029811222,-25.96415847010257,"3.2","1.55",,,,"92.5",2428,"7.3",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.16",,,,,,,,57,3,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",220,"0","0.034"
"FF","2023-08-11","97.8","0.55","6.22","Chapman, Aroldis",672275,547973,,"called_strike",,,,,9,"Patrick Bailey walks.","R","R","L","SF","TEX","S",,,1,0,2023,"0.38","1.54","0.32","1.83",,,,1,8,"Bot",,,,,641598,,,-1.5263671894830475,-142.0975291901721,-10.039158784617632,5.503457260718685,33.817002561842756,-9.13750452099565,"3.29","1.64",,,,"99.4",2485,"7.4",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.14",,,,,,,,57,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",158,"0","-0.031"
"SL","2023-08-11","88.4","0.37","6.41","Chapman, Aroldis",672275,547973,,"ball",,,,,12,"Patrick Bailey walks.","R","R","L","SF","TEX","B",,,0,0,2023,"-0.14","1.05","0.18","4.01",,,,1,8,"Bot",,,,,641598,,,-0.18216541803033093,-128.71935574633977,-1.961494175819757,-1.4845036381372978,27.4383445984605,-20.316786573232847,"3.26","1.61",,,,"90",2410,"7.3",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.23",,,,,,,,57,1,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",261,"0","0.025"
"SI","2023-08-11","99.8","0.38","6.23","Chapman, Aroldis",596103,547973,"strikeout","called_strike",,,,,8,"Austin Slater called out on strikes.","R","R","L","SF","TEX","S",2,,0,2,2023,"1.23","1.45","0.12","1.74",,,,0,8,"Bot",,,,,641598,,,-3.67812757084149,-144.8325332117095,-10.453029111571636,18.090507756536557,37.34088420194302,-9.474530858093175,"3.38","1.71",,,,"100.9",2452,"7.3",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.23",,,"0",1,0,0,,56,3,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",141,"-0.041","-0.152"
"FF","2023-08-11","98","0.61","6.28","Chapman, Aroldis",596103,547973,,"called_strike",,,,,13,"Austin Slater called out on strikes.","R","R","L","SF","TEX","S",,,0,1,2023,"0.26","1.38","-0.87","1.92",,,,0,8,"Bot",,,,,641598,,,-4.665182761862354,-142.4900102771111,-9.67246554439144,4.611671086443253,30.761531962979976,-11.424094146125835,"3.62","1.76",,,,"99.9",2404,"7.2",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.27",,,,,,,,56,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",160,"0","-0.049"
"SL","2023-08-11","88","0.23","6.35","Chapman, Aroldis",596103,547973,,"called_strike",,,,,1,"Austin Slater called out on strikes.","R","R","L","SF","TEX","S",,,0,0,2023,"-0.26","0.77","-0.53","3.06",,,,0,8,"Bot",,,,,641598,,,-1.3523468851759775,-128.16020011416785,-3.545408245358833,-2.5565129675209115,26.018331172901508,-23.213413496533594,"3.44","1.71",,,,"89.9",2266,"7.4",717031,547973,641598,663993,543760,669701,608369,679881,665750,666969,"53.14",,,,,,,,56,1,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",256,"0","-0.038"
"SI","2023-08-07","101","0.46","6.15","Chapman, Aroldis",672478,547973,"strikeout","called_strike",,,,,6,"Jordan Diaz called out on strikes.","R","R","L","OAK","TEX","S",2,,1,2,2023,"0.95","1.28","0.28","2.23",,,649557,2,8,"Bot",,,,,595978,,,-2.831887884281073,-146.79306758629914,-8.72467341860634,14.453211260428317,36.11083190211622,-11.82518067516338,"3.38","1.68",,,,"102.3",2310,"7.1",717081,547973,595978,663993,543760,677649,608369,543257,665750,666969,"53.37",,,"0",1,0,0,,70,4,"Sinker",3,5,3,5,5,3,3,5,"Standard","Strategic",162,"-0.042","-0.173"
