pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,2023-09-28,84.4,-3.34,5.52,"Kelly, Zack",623993,677161,field_out,hit_into_play,,,,,1.0,Anthony Santander lines out to left fielder Wilyer Abreu.,R,L,R,BAL,BOS,X,7.0,line_drive,2,2,2023,0.78,-0.21,-0.46,3.06,677008.0,,668939.0,2,8,Bot,96.08,91.54,,,657136,,,5.19742850041743,-122.8751339018917,1.0359720618024124,6.934742364438487,23.2686994957954,-34.72449081679709,3.38,1.61,278.0,81.4,29.0,85.3,2585.0,6.8,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.74,0.097,0.103,0.0,1.0,0.0,0.0,3.0,59,6,Slider,2,0,2,0,0,2,2,0,Standard,Standard,92.0,-0.014,-0.413
FF,2023-09-28,96.9,-3.12,5.68,"Kelly, Zack",623993,677161,,ball,,,,,13.0,Anthony Santander lines out to left fielder Wilyer Abreu.,R,L,R,BAL,BOS,B,,,1,2,2023,-0.81,1.36,-1.01,1.43,677008.0,,668939.0,2,8,Bot,,,,,657136,,,7.542428429673834,-140.59969656074264,-8.912030007082754,-12.571501911503445,33.83380545427106,-12.272772766535436,3.2,1.61,,,,97.3,2156.0,6.8,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.69,,,,,,,,59,5,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,223.0,0.0,0.039
CH,2023-09-28,83.9,-3.16,5.48,"Kelly, Zack",623993,677161,,foul,,,,,7.0,Anthony Santander lines out to left fielder Wilyer Abreu.,R,L,R,BAL,BOS,S,,,1,2,2023,-1.24,0.81,-0.3,1.67,677008.0,,668939.0,2,8,Bot,,,,,657136,,,9.117953498296588,-121.88636182488942,-4.014650182583254,-14.13146695162413,23.60057862501646,-23.44006265745649,3.38,1.61,318.0,97.1,45.0,84.4,2161.0,6.7,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.81,,,,,,,,59,4,Changeup,2,0,2,0,0,2,2,0,Infield shade,Standard,267.0,0.0,0.0
SL,2023-09-28,86.3,-3.36,5.62,"Kelly, Zack",623993,677161,,swinging_strike,,,,,2.0,Anthony Santander lines out to left fielder Wilyer Abreu.,R,L,R,BAL,BOS,S,,,1,1,2023,0.43,0.2,0.2,3.04,677008.0,,668939.0,2,8,Bot,,,,,657136,,,7.641173237301215,-125.44786064999433,-0.3080111586611262,2.9749483100631093,25.46165523264608,-30.210145464550138,3.38,1.61,,,,87.0,2619.0,6.8,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.72,,,,,,,,59,3,Slider,2,0,2,0,0,2,2,0,Standard,Standard,105.0,0.0,-0.124
FF,2023-09-28,96.2,-3.24,5.77,"Kelly, Zack",623993,677161,,ball,,,,,11.0,Anthony Santander lines out to left fielder Wilyer Abreu.,R,L,R,BAL,BOS,B,,,0,1,2023,-0.78,1.28,-1.64,4.6,677008.0,,668939.0,2,8,Bot,,,,,657136,,,6.031586163785886,-139.87144643921988,-0.360560792918532,-11.65825776966006,34.27406255242458,-15.66309482587829,3.29,1.66,,,,96.2,2158.0,6.5,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.98,,,,,,,,59,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,227.0,0.0,0.066
CH,2023-09-28,83.7,-3.05,5.4,"Kelly, Zack",623993,677161,,called_strike,,,,,4.0,Anthony Santander lines out to left fielder Wilyer Abreu.,R,L,R,BAL,BOS,S,,,0,0,2023,-1.52,0.79,-0.42,2.15,677008.0,,668939.0,2,8,Bot,,,,,657136,,,9.090739771386222,-121.51248307454672,-2.616034720504505,-16.819217117438157,24.110960429024924,-24.05610377490112,3.15,1.66,,,,84.0,2318.0,6.7,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.83,,,,,,,,59,1,Changeup,2,0,2,0,0,2,2,0,Infield shade,Standard,266.0,0.0,-0.088
CH,2023-09-28,84.5,-3.07,5.48,"Kelly, Zack",668939,677161,walk,ball,,,,,13.0,Adley Rutschman walks.,R,L,R,BAL,BOS,B,,,3,1,2023,-1.37,0.52,-1.56,2.41,677008.0,,,2,8,Bot,,,,,657136,,,6.287894361092604,-122.8754555520768,-1.8033212895946489,-15.100680605080504,24.85667901696073,-26.789753866620863,3.28,1.59,,,,85.0,2132.0,6.7,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.83,,,0.7,1.0,0.0,0.0,,58,5,Changeup,2,0,2,0,0,2,2,0,Infield shade,Standard,266.0,0.002,0.108
FF,2023-09-28,96.2,-3.37,5.54,"Kelly, Zack",668939,677161,,called_strike,,,,,4.0,Adley Rutschman walks.,R,L,R,BAL,BOS,S,,,3,0,2023,-0.94,1.14,-0.82,2.43,677008.0,,,2,8,Bot,,,,,657136,,,8.934136547475198,-139.7790390959897,-5.283010770982386,-14.36155874751554,31.65436512633852,-16.14280816528594,3.24,1.64,,,,96.7,2197.0,6.7,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.83,,,,,,,,58,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,219.0,0.0,-0.049
CH,2023-09-28,84.2,-3.13,5.52,"Kelly, Zack",668939,677161,,ball,,,,,13.0,Adley Rutschman walks.,R,L,R,BAL,BOS,B,,,2,0,2023,-1.43,0.53,-0.45,1.22,677008.0,,,2,8,Bot,,,,,657136,,,9.102439448948846,-122.1810214458514,-4.620616392364629,-16.145453392987346,25.234206554224823,-26.135102890294828,3.24,1.64,,,,84.5,2236.0,6.7,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.78,,,,,,,,58,3,Changeup,2,0,2,0,0,2,2,0,Infield shade,Standard,263.0,0.0,0.067
CH,2023-09-28,83.8,-3.13,5.39,"Kelly, Zack",668939,677161,,ball,,,,,13.0,Adley Rutschman walks.,R,L,R,BAL,BOS,B,,,1,0,2023,-1.33,0.52,0.0,0.98,677008.0,,,2,8,Bot,,,,,657136,,,10.031243365104364,-121.47350761893726,-4.77812604204375,-15.200758006438203,25.72625272748179,-26.233725318424025,3.24,1.64,,,,84.9,2145.0,7.4,716402,677161,657136,666915,665839,646240,596115,677800,678882,657077,53.12,,,,,,,,58,2,Changeup,2,0,2,0,0,2,2,0,Infield shade,Standard,272.0,0.0,0.049
