pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2023-10-01,97.9,-1.96,5.61,"Stewart, Brock",641857,592779,strikeout,swinging_strike,,,,,8.0,Ryan McMahon strikes out swinging.,R,L,R,COL,MIN,S,2.0,,2,2,2023,-0.4,1.04,-0.18,1.9,,,,2,7,Bot,,,,,680777,,,5.709546985322426,-142.481371070493,-7.006306939598911,-6.557782923911157,27.029866189280856,-16.673135213903784,3.46,1.6,,,,98.4,2594.0,6.2,716359,592779,680777,543877,666397,456781,571657,650489,664057,656669,54.3,,,0.0,1.0,0.0,0.0,,54,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Strategic,220.0,-0.023,-0.09
FF,2023-10-01,96.4,-1.97,5.66,"Stewart, Brock",641857,592779,,called_strike,,,,,1.0,Ryan McMahon strikes out swinging.,R,L,R,COL,MIN,S,,,2,1,2023,-0.26,0.89,-0.59,3.31,,,,2,7,Bot,,,,,680777,,,4.25512429982747,-140.56557253965966,-2.834080241137059,-4.287005165336707,25.25545894823248,-19.860708853521967,3.64,1.66,,,,97.3,2546.0,6.3,716359,592779,680777,543877,666397,456781,571657,650489,664057,656669,54.25,,,,,,,,54,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Standard,217.0,0.0,-0.031
FF,2023-10-01,97.3,-1.96,5.65,"Stewart, Brock",641857,592779,,called_strike,,,,,11.0,Ryan McMahon strikes out swinging.,R,L,R,COL,MIN,S,,,2,0,2023,-0.51,1.08,-1.0,3.21,,,,2,7,Bot,,,,,680777,,,3.726370215335543,-141.84448381157665,-3.6095534170001824,-7.665620551591525,27.09930945109028,-16.829723855587954,3.48,1.74,,,,97.9,2586.0,6.1,716359,592779,680777,543877,666397,456781,571657,650489,664057,656669,54.35,,,,,,,,54,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Standard,221.0,0.0,-0.023
FC,2023-10-01,97.0,-2.11,5.66,"Stewart, Brock",641857,592779,,ball,,,,,11.0,Ryan McMahon strikes out swinging.,R,L,R,COL,MIN,B,,,1,0,2023,-0.06,1.0,-2.14,4.34,,,,2,7,Bot,,,,,680777,,,0.0685653357758408,-141.4964651158808,-0.396791443098483,-0.8519146381565637,26.2159568115538,-18.60132322815301,3.57,1.64,,,,97.7,2612.0,6.1,716359,592779,680777,543877,666397,456781,571657,650489,664057,656669,54.39,,,,,,,,54,2,Cutter,1,2,1,2,2,1,1,2,Infield shade,Strategic,213.0,0.0,0.022
FF,2023-10-01,97.5,-2.19,5.56,"Stewart, Brock",641857,592779,,ball,,,,,11.0,Ryan McMahon strikes out swinging.,R,L,R,COL,MIN,B,,,0,0,2023,-0.72,0.94,-3.25,2.98,,,,2,7,Bot,,,,,680777,,,-1.1928176382178195,-142.1571446199078,-3.703631439952306,-9.660586048209474,26.375148100942745,-18.717796580807462,3.54,1.71,,,,98.1,2546.0,6.1,716359,592779,680777,543877,666397,456781,571657,650489,664057,656669,54.42,,,,,,,,54,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Strategic,224.0,0.0,0.016
ST,2023-09-29,86.1,-1.9,5.54,"Stewart, Brock",453568,592779,strikeout,swinging_strike,,,,,13.0,Charlie Blackmon strikes out swinging.,R,L,R,COL,MIN,S,2.0,,1,2,2023,0.72,0.25,-0.64,1.12,656248.0,676701.0,686668.0,1,6,Bot,,,,,680777,,,1.5299596268167146,-125.36819641691848,-4.695253456446126,7.2096761761715475,27.45210643055545,-28.75536835431273,3.49,1.61,,,,85.7,2560.0,6.2,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.34,,,0.0,1.0,0.0,0.0,,56,6,Sweeper,6,4,6,4,4,6,6,4,Standard,Standard,76.0,-0.039,-0.549
FF,2023-09-29,96.3,-1.94,5.5,"Stewart, Brock",453568,592779,,foul,,,,,1.0,Charlie Blackmon strikes out swinging.,R,L,R,COL,MIN,S,,,1,2,2023,-0.42,0.88,-0.62,3.47,656248.0,676701.0,686668.0,1,6,Bot,,,,,680777,,,4.485754034334929,-140.34415866017957,-1.8957555862906803,-6.523023619172146,26.83249750860008,-20.2657825058086,3.49,1.61,293.0,81.5,40.0,97.0,2578.0,6.2,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.26,,,,,,,,56,5,4-Seam Fastball,6,4,6,4,4,6,6,4,Standard,Standard,222.0,0.0,0.0
FF,2023-09-29,96.9,-1.81,5.52,"Stewart, Brock",453568,592779,,foul,,,,,1.0,Charlie Blackmon strikes out swinging.,R,L,R,COL,MIN,S,,,1,2,2023,-0.42,1.02,-0.32,3.27,656248.0,676701.0,686668.0,1,6,Bot,,,,,680777,,,4.916595870059278,-141.20764451807383,-2.9117440963081407,-6.571726261010471,26.110187231828032,-17.895977583753446,3.49,1.61,142.0,72.6,70.0,97.5,2573.0,6.1,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.38,,,,,,,,56,4,4-Seam Fastball,6,4,6,4,4,6,6,4,Standard,Standard,228.0,0.0,0.0
FF,2023-09-29,96.3,-1.76,5.55,"Stewart, Brock",453568,592779,,swinging_strike,,,,,12.0,Charlie Blackmon strikes out swinging.,R,L,R,COL,MIN,S,,,1,1,2023,-0.21,0.96,0.11,3.86,656248.0,676701.0,686668.0,1,6,Bot,,,,,680777,,,5.431217972946265,-140.39091237220617,-1.1877646138313538,-3.7727776455261046,26.05806393541464,-19.30969893625132,3.49,1.61,,,,97.3,2614.0,6.3,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.17,,,,,,,,56,3,4-Seam Fastball,6,4,6,4,4,6,6,4,Standard,Standard,224.0,0.0,-0.195
FF,2023-09-29,96.5,-1.86,5.51,"Stewart, Brock",453568,592779,,foul,,,,,2.0,Charlie Blackmon strikes out swinging.,R,L,R,COL,MIN,S,,,1,0,2023,-0.45,1.09,0.16,3.09,656248.0,676701.0,686668.0,1,6,Bot,,,,,680777,,,6.3535301484369295,-140.54840933555076,-3.405222264280732,-7.205156963493051,26.943900446925205,-17.102588144305514,3.49,1.61,87.0,78.7,12.0,96.7,2675.0,6.0,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.51,,,,,,,,56,2,4-Seam Fastball,6,4,6,4,4,6,6,4,Standard,Standard,221.0,0.0,-0.153
FF,2023-09-29,95.7,-1.74,5.63,"Stewart, Brock",453568,592779,,ball,,,,,12.0,Charlie Blackmon strikes out swinging.,R,L,R,COL,MIN,B,,,0,0,2023,-0.26,0.85,0.08,4.06,656248.0,676701.0,686668.0,1,6,Bot,,,,,680777,,,5.364508202956717,-139.43189899214474,-0.5553037017970943,-4.4420502240691615,26.673536131670048,-21.026759368374847,3.64,1.6,,,,96.0,2592.0,6.1,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.44,,,,,,,,56,1,4-Seam Fastball,6,4,6,4,4,6,6,4,Standard,Standard,214.0,0.0,0.088
ST,2023-09-29,83.8,-1.97,5.47,"Stewart, Brock",686668,592779,single,hit_into_play,,,,,8.0,Brenton Doyle singles on a line drive to left fielder Jordan Luplow.   Sean Bouchard to 3rd.    Alan Trejo to 2nd.,R,R,R,COL,MIN,X,7.0,line_drive,1,2,2023,1.08,-0.01,-0.02,1.78,,656248.0,676701.0,1,6,Bot,66.72,96.42,,,680777,,,2.369608504749962,-122.18282952867206,-2.2320345473052488,10.554603443043316,20.440805552999205,-32.06813115827785,3.46,1.68,215.0,99.4,13.0,84.3,2398.0,6.2,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.32,0.946,0.916,0.9,1.0,1.0,0.0,4.0,55,5,Sweeper,6,4,6,4,4,6,6,4,Standard,Standard,65.0,0.031,1.074
FF,2023-09-29,96.6,-1.94,5.51,"Stewart, Brock",686668,592779,,ball,,,,,12.0,Brenton Doyle singles on a line drive to left fielder Jordan Luplow.   Sean Bouchard to 3rd.    Alan Trejo to 2nd.,R,R,R,COL,MIN,B,,,0,2,2023,-0.43,0.96,0.89,3.42,,656248.0,676701.0,1,6,Bot,,,,,680777,,,8.515568949096943,-140.62546708817095,-2.30993992084388,-7.360136234699704,25.02490323485606,-18.9381251512564,3.43,1.66,,,,97.3,2552.0,6.2,716387,592779,680777,666135,456781,650489,571657,656669,572191,596146,54.29,,,,,,,,55,4,4-Seam Fastball,6,4,6,4,4,6,6,4,Standard,Standard,215.0,0.0,0.043
