pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2023-09-28,94.6,-1.39,5.73,"Weaver, Luke",543807,596133,field_out,hit_into_play,,,,,5.0,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,TOR,NYY,X,6.0,ground_ball,2,2,2023,-0.63,1.51,0.07,2.29,,,,2,4,Bot,107.91,158.43,,,669224,,,5.179557672261551,-137.52942383002346,-6.564502109396353,-9.23842474298722,32.421788945424986,-11.812741144484145,3.65,1.67,13.0,79.2,-9.0,93.7,2468.0,6.0,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.54,0.103,0.101,0.0,1.0,0.0,0.0,2.0,34,7,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,203.0,-0.007,-0.09
FC,2023-09-28,90.2,-1.47,5.77,"Weaver, Luke",543807,596133,,foul,,,,,14.0,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,TOR,NYY,S,,,2,2,2023,0.35,0.86,1.19,2.14,,,,2,4,Bot,,,,,669224,,,5.7926965408688345,-131.2548879275417,-4.846155260742034,2.786897806717475,28.959771354903552,-21.356470663901124,3.65,1.67,0.0,65.5,-77.0,89.2,2458.0,5.8,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.72,,,,,,,,34,6,Cutter,2,0,2,0,0,2,2,0,Strategic,Standard,192.0,0.0,0.0
FF,2023-09-28,94.8,-1.39,5.79,"Weaver, Luke",543807,596133,,foul,,,,,2.0,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,TOR,NYY,S,,,2,2,2023,-0.61,1.38,-0.15,3.57,,,,2,4,Bot,,,,,669224,,,4.548274937698417,-137.92153042666254,-3.14883056302018,-8.859137472488694,33.32154050221618,-14.140967801327964,3.65,1.67,151.0,77.0,12.0,93.5,2488.0,5.7,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.77,,,,,,,,34,5,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,206.0,0.0,0.0
FF,2023-09-28,93.0,-1.35,5.74,"Weaver, Luke",543807,596133,,foul,,,,,2.0,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,TOR,NYY,S,,,2,1,2023,-0.66,1.43,-0.11,3.58,,,,2,4,Bot,,,,,669224,,,4.586963799812593,-135.33325622751804,-2.823334014897043,-9.106639945446709,32.36373347564356,-14.29603588188339,3.65,1.67,,,,91.8,2372.0,5.8,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.7,,,,,,,,34,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,203.0,0.0,-0.031
CU,2023-09-28,81.7,-1.53,5.81,"Weaver, Luke",543807,596133,,foul,,,,,7.0,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,TOR,NYY,S,,,2,0,2023,0.15,-0.33,-0.7,2.06,,,,2,4,Bot,,,,,669224,,,1.5552947857852366,-119.01205681211782,-1.230605942685633,1.122181668789743,23.736491211669023,-35.31452779726133,3.65,1.67,123.0,108.4,6.0,80.8,2333.0,5.7,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.83,,,,,,,,34,3,Curveball,2,0,2,0,0,2,2,0,Standard,Standard,40.0,0.0,-0.023
FC,2023-09-28,89.3,-1.51,5.74,"Weaver, Luke",543807,596133,,ball,,,,,1.0,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,TOR,NYY,B,,,1,0,2023,0.09,0.97,-0.43,3.56,,,,2,4,Bot,,,,,669224,,,2.446151004162165,-130.1473080352604,-1.3981088293906871,0.5597422700436573,26.92795090875678,-21.07597045187055,3.57,1.69,,,,88.5,2409.0,5.7,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.81,,,,,,,,34,2,Cutter,2,0,2,0,0,2,2,0,Strategic,Standard,196.0,0.0,0.022
FC,2023-09-28,89.4,-1.52,5.65,"Weaver, Luke",543807,596133,,ball,,,,,14.0,"George Springer grounds out, shortstop Anthony Volpe to first baseman DJ LeMahieu.",R,R,R,TOR,NYY,B,,,0,0,2023,0.18,0.98,0.9,1.37,,,,2,4,Bot,,,,,669224,,,5.53862473130465,-129.9697536860725,-6.558344482975629,0.9283269820596504,26.4624142546741,-19.929300097190836,3.68,1.65,,,,88.7,2423.0,5.9,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.65,,,,,,,,34,1,Cutter,2,0,2,0,0,2,2,0,Strategic,Standard,197.0,0.0,0.016
CH,2023-09-28,85.4,-1.58,5.7,"Weaver, Luke",662139,596133,field_out,hit_into_play,,,,,8.0,"Daulton Varsho grounds out, second baseman Gleyber Torres to first baseman DJ LeMahieu.",R,L,R,TOR,NYY,X,4.0,ground_ball,0,0,2023,-1.16,0.91,-0.25,1.79,,,,1,4,Bot,149.76,152.97,,,669224,,,5.384972603432205,-124.21068258453352,-4.639147972954821,-13.070522951574448,26.895322775902198,-22.031674414758218,3.23,1.46,58.0,75.9,5.0,84.1,1858.0,5.7,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.84,0.194,0.175,0.0,1.0,0.0,0.0,2.0,33,1,Changeup,2,0,2,0,0,2,2,0,Standard,Standard,219.0,-0.011,-0.169
FF,2023-09-28,93.2,-1.5,5.74,"Weaver, Luke",656305,596133,home_run,hit_into_play,,,,,6.0,Matt Chapman homers (16) on a fly ball to right field.,R,R,R,TOR,NYY,X,,fly_ball,1,1,2023,-0.28,1.36,0.47,2.71,,,,1,4,Bot,228.23,102.34,,,669224,,,5.608015739270123,-135.4774182822638,-4.936119289309189,-4.694549448910427,31.501483565001507,-14.551010068125985,3.53,1.68,346.0,100.0,29.0,92.1,2409.0,5.8,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.66,0.597,1.12,2.0,1.0,0.0,3.0,6.0,32,3,4-Seam Fastball,1,0,1,0,0,2,2,0,Standard,Standard,201.0,0.109,1.007
CU,2023-09-28,81.7,-1.34,5.69,"Weaver, Luke",656305,596133,,ball,,,,,14.0,Matt Chapman homers (16) on a fly ball to right field.,R,R,R,TOR,NYY,B,,,0,1,2023,0.27,-0.62,1.23,0.59,,,,1,4,Bot,,,,,669224,,,5.224120085883866,-118.80512675399824,-3.640999349306956,1.5111624918801077,23.991043999628868,-37.5104904354712,3.45,1.67,,,,80.8,2299.0,5.9,716403,596133,669224,518934,650402,665828,683011,677592,664314,592450,54.64,,,,,,,,32,2,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,38.0,0.0,0.019
