pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,2023-09-30,86.5,-1.69,6.02,"Grove, Michael",666149,675627,strikeout,swinging_strike,,,,,14.0,Tyler Fitzgerald strikes out swinging.,R,R,R,SF,LAD,S,2.0,,3,2,2023,0.16,0.03,0.6,1.09,,,,2,7,Bot,,,,,605131,,,5.1687757112469015,-125.87593058508948,-5.658909042890579,0.7298473116971114,24.78828961010019,-30.958276976080946,3.51,1.66,,,,87.3,2400.0,6.7,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.76,,,0.0,1.0,0.0,0.0,,56,7,Slider,2,1,2,1,1,2,2,1,Standard,Standard,85.0,-0.009,-0.13
SL,2023-09-30,86.6,-1.58,6.18,"Grove, Michael",666149,675627,,ball,,,,,14.0,Tyler Fitzgerald strikes out swinging.,R,R,R,SF,LAD,B,,,2,2,2023,0.62,-0.16,1.57,0.19,,,,2,7,Bot,,,,,605131,,,6.295293644196404,-125.70815142921056,-7.704889758480484,5.1226280313776,28.53307757856389,-32.26864074385612,3.3,1.62,,,,86.8,2359.0,6.8,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.69,,,,,,,,56,6,Slider,2,1,2,1,1,2,2,1,Standard,Standard,63.0,0.0,0.04
FF,2023-09-30,95.6,-1.56,6.18,"Grove, Michael",666149,675627,,ball,,,,,14.0,Tyler Fitzgerald strikes out swinging.,R,R,R,SF,LAD,B,,,1,2,2023,-0.43,1.49,1.26,1.82,,,,2,7,Bot,,,,,605131,,,8.45224726882837,-138.6884262196656,-9.231565291417464,-7.541784325714153,31.963072296973877,-11.012259034861852,3.3,1.62,,,,96.0,2300.0,6.7,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.76,,,,,,,,56,5,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,208.0,0.0,0.016
SL,2023-09-30,86.7,-1.56,6.17,"Grove, Michael",666149,675627,,foul,,,,,8.0,Tyler Fitzgerald strikes out swinging.,R,R,R,SF,LAD,S,,,1,2,2023,0.3,0.01,0.07,1.79,,,,2,7,Bot,,,,,605131,,,3.3020399887816785,-126.22452413442753,-4.359068741252566,2.633789158911912,23.894203193372988,-31.422227122659542,3.51,1.66,7.0,84.4,-14.0,87.5,2376.0,6.6,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.87,,,,,,,,56,4,Slider,2,1,2,1,1,2,2,1,Standard,Standard,71.0,0.0,0.0
SL,2023-09-30,86.2,-1.54,6.26,"Grove, Michael",666149,675627,,ball,,,,,14.0,Tyler Fitzgerald strikes out swinging.,R,R,R,SF,LAD,B,,,0,2,2023,0.32,0.06,1.5,2.27,,,,2,7,Bot,,,,,605131,,,6.609952637465426,-125.49191671888504,-3.4323444528553555,2.091439347094834,24.039945440726868,-31.054251257070888,3.3,1.59,,,,86.8,2259.0,6.5,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,54.01,,,,,,,,56,3,Slider,2,1,2,1,1,2,2,1,Standard,Standard,75.0,0.0,0.009
SL,2023-09-30,87.7,-1.65,6.2,"Grove, Michael",666149,675627,,swinging_strike,,,,,14.0,Tyler Fitzgerald strikes out swinging.,R,R,R,SF,LAD,S,,,0,1,2023,0.3,0.1,0.07,1.44,,,,2,7,Bot,,,,,605131,,,3.552287888912492,-127.69433090736666,-5.663496085848187,2.649881267767769,23.177232671318905,-30.27466557232074,3.51,1.66,,,,88.6,2314.0,6.5,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.97,,,,,,,,56,2,Slider,2,1,2,1,1,2,2,1,Standard,Standard,97.0,0.0,-0.023
SL,2023-09-30,86.0,-1.49,6.16,"Grove, Michael",666149,675627,,called_strike,,,,,9.0,Tyler Fitzgerald strikes out swinging.,R,R,R,SF,LAD,S,,,0,0,2023,0.32,0.03,0.81,1.65,,,,2,7,Bot,,,,,605131,,,4.851566576811963,-125.23595859725432,-4.617944621532315,2.4871604887452765,22.34047499809077,-31.175980586317166,3.4,1.59,,,,87.1,2361.0,6.7,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.84,,,,,,,,56,1,Slider,2,1,2,1,1,2,2,1,Standard,Standard,77.0,0.0,-0.017
SL,2023-09-30,86.5,-1.6,6.13,"Grove, Michael",671218,675627,field_out,hit_into_play,,,,,6.0,"Heliot Ramos grounds out, second baseman Mookie Betts to first baseman Freddie Freeman.",R,R,R,SF,LAD,X,4.0,ground_ball,2,0,2023,0.4,0.1,0.66,2.19,,,,1,7,Bot,123.88,140.73,,,605131,,,4.613158208090138,-126.07566696258228,-3.497560673921825,3.44478168895674,22.967632586839503,-30.61113482989607,3.27,1.48,25.0,88.9,-3.0,87.5,2432.0,6.6,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.93,0.237,0.218,0.0,1.0,0.0,0.0,2.0,55,3,Slider,2,1,2,1,1,2,2,1,Standard,Strategic,63.0,-0.014,-0.235
SL,2023-09-30,87.1,-1.65,6.15,"Grove, Michael",671218,675627,,ball,,,,,14.0,"Heliot Ramos grounds out, second baseman Mookie Betts to first baseman Freddie Freeman.",R,R,R,SF,LAD,B,,,1,0,2023,0.31,0.15,1.08,1.4,,,,1,7,Bot,,,,,605131,,,5.9543198358612,-126.75140685347678,-5.677887017697195,2.300891896426561,22.44029078554296,-29.6677743667888,3.13,1.48,,,,88.1,2288.0,6.6,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.87,,,,,,,,55,2,Slider,2,1,2,1,1,2,2,1,Standard,Strategic,76.0,0.0,0.042
SL,2023-09-30,85.7,-1.63,6.16,"Grove, Michael",671218,675627,,ball,,,,,14.0,"Heliot Ramos grounds out, second baseman Mookie Betts to first baseman Freddie Freeman.",R,R,R,SF,LAD,B,,,0,0,2023,0.36,0.05,1.09,1.57,,,,1,7,Bot,,,,,605131,,,5.758926084818361,-124.7281614840652,-4.784966528984156,2.69977874805524,22.524877518482388,-30.91378940097764,3.16,1.52,,,,86.7,2249.0,6.7,716381,675627,605131,518692,605141,571970,621035,444482,681546,518792,53.82,,,,,,,,55,1,Slider,2,1,2,1,1,2,2,1,Standard,Strategic,84.0,0.0,0.025
