pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FC,2023-09-30,88.4,-0.85,6.16,"Stephenson, Robert",665489,596112,field_out,hit_into_play,,,,,12,"Vladimir Guerrero Jr.  grounds out, third baseman Junior Caminero to first baseman Isaac Paredes.",R,R,R,TOR,TB,X,5.0,ground_ball,0,0,2023,0.18,0.11,1.12,2.9,,,,2,7,Bot,112.02,177.65,,,542194,,,4.375059554852303,-128.71030229605412,-2.113618787894572,1.15749202812878,25.340092424776216,-30.747361852131245,3.67,1.72,2.0,60.5,-60.0,87.7,2819.0,5.7,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.77,0.251,0.229,0.0,1.0,0.0,0.0,2.0,62,1,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,128.0,-0.02,-0.106
FF,2023-09-30,96.9,-0.88,5.98,"Stephenson, Robert",624415,596112,field_out,hit_into_play,,,,,5,Cavan Biggio flies out to left fielder Randy Arozarena.,R,L,R,TOR,TB,X,7.0,fly_ball,2,1,2023,-0.91,1.36,-0.05,2.5,,,,1,7,Bot,95.09,81.85,,,542194,,,4.260366649931126,-140.93488953160306,-6.800203845851786,-13.091952610627835,33.08492387411457,-12.644270410812313,3.42,1.62,301.0,94.7,41.0,96.3,2433.0,6.0,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.47,0.037,0.056,0.0,1.0,0.0,0.0,3.0,61,4,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,220.0,-0.028,-0.196
FF,2023-09-30,97.8,-0.84,5.95,"Stephenson, Robert",624415,596112,,foul,,,,,2,Cavan Biggio flies out to left fielder Randy Arozarena.,R,L,R,TOR,TB,S,,,2,0,2023,-1.01,1.26,0.17,3.3,,,,1,7,Bot,,,,,542194,,,5.0170675800832205,-142.20580137555197,-4.494459886651,-14.830058850181947,34.92202146779418,-14.22393123302963,3.42,1.62,109.0,86.3,84.0,96.8,2533.0,5.9,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.59,,,,,,,,61,3,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,224.0,0.0,-0.039
FC,2023-09-30,86.4,-0.94,6.13,"Stephenson, Robert",624415,596112,,ball,,,,,11,Cavan Biggio flies out to left fielder Randy Arozarena.,R,L,R,TOR,TB,B,,,1,0,2023,0.12,0.08,-0.72,5.02,,,,1,7,Bot,,,,,542194,,,0.2732975657005828,-125.79628702159658,3.3330215932683225,1.1997628406432292,24.729363760404684,-32.226707534665906,3.33,1.59,,,,85.6,2970.0,5.7,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.84,,,,,,,,61,2,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,54.0,0.0,0.042
FF,2023-09-30,96.4,-0.8,6.09,"Stephenson, Robert",624415,596112,,ball,,,,,12,Cavan Biggio flies out to left fielder Randy Arozarena.,R,L,R,TOR,TB,B,,,0,0,2023,-0.88,1.36,0.73,3.67,,,,1,7,Bot,,,,,542194,,,6.051863308743664,-140.1291666471265,-3.856271343212924,-13.046500951773398,34.6641629622408,-13.66122262095245,3.43,1.62,,,,95.5,2404.0,6.0,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.47,,,,,,,,61,1,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,219.0,0.0,0.025
FC,2023-09-30,88.0,-0.81,6.29,"Stephenson, Robert",543807,596112,strikeout,swinging_strike,,,,,9,George Springer strikes out swinging.,R,R,R,TOR,TB,S,2.0,,1,2,2023,-0.01,0.18,0.64,2.09,,,,0,7,Bot,,,,,542194,,,3.4997488361824973,-128.0842354263089,-4.411922212183493,-0.8064206496629437,27.150528946669027,-29.511446222537188,3.65,1.67,,,,87.3,3014.0,5.9,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.62,,,0.0,1.0,0.0,0.0,,60,4,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,170.0,-0.038,-0.173
FC,2023-09-30,88.8,-0.84,6.19,"Stephenson, Robert",543807,596112,,swinging_strike,,,,,14,George Springer strikes out swinging.,R,R,R,TOR,TB,S,,,1,1,2023,-0.08,0.21,1.01,1.36,,,,0,7,Bot,,,,,542194,,,4.652145168187869,-129.0674847750907,-6.094611945575988,-1.9356783581852344,28.584466667604325,-28.71868303668822,3.65,1.67,,,,87.6,2964.0,5.7,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.76,,,,,,,,60,3,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,188.0,0.0,-0.055
FC,2023-09-30,88.8,-0.85,6.23,"Stephenson, Robert",543807,596112,,ball,,,,,14,George Springer strikes out swinging.,R,R,R,TOR,TB,B,,,0,1,2023,0.03,0.01,0.83,0.99,,,,0,7,Bot,,,,,542194,,,4.026189610368957,-129.19228261010292,-6.753499320188729,-0.5169565231016534,26.4756896016093,-30.913895068215524,3.66,1.67,,,,88.3,2721.0,5.9,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.57,,,,,,,,60,2,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,221.0,0.0,0.028
FC,2023-09-30,88.6,-0.97,6.2,"Stephenson, Robert",543807,596112,,swinging_strike,,,,,14,George Springer strikes out swinging.,R,R,R,TOR,TB,S,,,0,0,2023,-0.21,0.18,1.24,1.61,,,,0,7,Bot,,,,,542194,,,5.801190778880424,-128.9266015091077,-5.535117398034538,-3.473931825606719,26.10701263372498,-29.19697999882376,3.65,1.67,,,,88.1,2824.0,5.9,716383,596112,542194,670623,678554,691406,670764,668227,622534,666139,54.57,,,,,,,,60,1,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,205.0,0.0,-0.038
FC,2023-09-27,86.6,-0.66,6.13,"Stephenson, Robert",594807,596112,strikeout,swinging_strike,,,,,9,Adam Duvall strikes out swinging.,R,R,R,BOS,TB,S,2.0,,3,2,2023,-0.07,0.21,0.6,1.47,,,,2,9,Bot,,,,,542194,,,3.133688675251252,-125.96007784808664,-5.277749303344163,-1.453669554009744,26.683120677309383,-29.06098399814933,3.33,1.53,,,,85.9,2813.0,6.0,716419,596112,542194,670623,666018,691406,670764,668227,622534,666139,54.52,,,0.0,1.0,0.0,0.0,,69,6,Cutter,0,5,0,5,5,0,0,5,Infield shade,Standard,179.0,0.0,-0.13
