pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,2023-09-29,86.9,1.88,6.11,"Burke, Brock",553993,656271,strikeout,called_strike,,,,,8.0,Eugenio Suarez called out on strikes.,R,R,L,SEA,TEX,S,2.0,,2,2,2023,0.2,0.24,0.18,1.64,,,,2,4,Bot,,,,,641680,,,-4.544363372162512,-126.57405628267968,-5.131420181300585,3.018259469168864,24.49523362176002,-28.738725621273737,3.3,1.46,,,,88.2,1997.0,7.0,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.54,,,0.0,1.0,0.0,0.0,,39,5,Slider,8,0,8,0,0,8,8,0,Standard,Standard,156.0,0.0,-0.09
FF,2023-09-29,94.3,1.82,6.13,"Burke, Brock",553993,656271,,foul,,,,,4.0,Eugenio Suarez called out on strikes.,R,R,L,SEA,TEX,S,,,2,1,2023,0.39,1.59,-0.67,2.73,,,,2,4,Bot,,,,,641680,,,-7.431607369026275,-137.03633751730723,-6.750008308243519,6.596217974000395,31.395725463570475,-10.783199911467346,3.4,1.57,94.0,68.0,77.0,95.4,2155.0,7.1,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.43,,,,,,,,39,4,4-Seam Fastball,8,0,8,0,0,8,8,0,Standard,Standard,144.0,0.0,-0.031
FF,2023-09-29,94.0,1.98,6.06,"Burke, Brock",553993,656271,,ball,,,,,12.0,Eugenio Suarez called out on strikes.,R,R,L,SEA,TEX,B,,,1,1,2023,0.56,1.58,1.1,3.58,,,,2,4,Bot,,,,,641680,,,-3.557121360426589,-136.80581106483555,-4.242258619879662,7.829086133299668,31.81394642144098,-11.665080213624568,3.36,1.55,,,,95.1,2152.0,7.0,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.48,,,,,,,,39,3,4-Seam Fastball,8,0,8,0,0,8,8,0,Infield shade,Standard,138.0,0.0,0.02
FF,2023-09-29,94.8,2.01,6.08,"Burke, Brock",553993,656271,,ball,,,,,12.0,Eugenio Suarez called out on strikes.,R,R,L,SEA,TEX,B,,,0,1,2023,0.77,1.31,0.12,3.65,,,,2,4,Bot,,,,,641680,,,-6.740389729410838,-137.96488536171793,-3.634044500392675,11.28400262379781,31.01172682967685,-14.89622095309392,3.36,1.53,,,,96.1,2117.0,7.0,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.47,,,,,,,,39,2,4-Seam Fastball,8,0,8,0,0,8,8,0,Standard,Standard,141.0,0.0,0.012
SL,2023-09-29,87.4,1.9,6.06,"Burke, Brock",553993,656271,,swinging_strike,,,,,7.0,Eugenio Suarez called out on strikes.,R,R,L,SEA,TEX,S,,,0,0,2023,-0.1,0.28,-0.74,1.66,,,,2,4,Bot,,,,,641680,,,-6.224284347183393,-127.09960430768946,-5.094151446915341,0.1521130225632097,25.27258093603889,-28.324743426103502,3.4,1.57,,,,88.6,2035.0,7.0,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.5,,,,,,,,39,1,Slider,8,0,8,0,0,8,8,0,Infield shade,Standard,166.0,0.0,-0.017
CH,2023-09-29,88.7,2.08,5.96,"Burke, Brock",677594,656271,field_out,hit_into_play,,,,,6.0,"Julio Rodriguez grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",R,R,L,SEA,TEX,X,5.0,ground_ball,1,1,2023,0.92,0.63,0.37,2.49,,,,1,4,Bot,96.25,163.24,,,641680,,,-6.188044278117131,-129.03837176715518,-3.785607642309084,11.561316247660724,26.223931035521804,-24.5797338821196,3.28,1.5,51.0,105.8,0.0,90.0,1901.0,7.1,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.42,0.514,0.483,0.0,1.0,0.0,0.0,4.0,38,3,Changeup,8,0,8,0,0,8,8,0,Standard,Standard,132.0,-0.001,-0.162
FF,2023-09-29,95.3,1.9,6.05,"Burke, Brock",677594,656271,,foul,,,,,3.0,"Julio Rodriguez grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",R,R,L,SEA,TEX,S,,,1,0,2023,0.82,1.31,0.74,3.26,,,,1,4,Bot,,,,,641680,,,-4.973064380738715,-138.76837862414447,-4.744796889879444,11.70308255695096,29.60432004291456,-14.370739328490542,3.28,1.5,195.0,86.3,69.0,96.8,2174.0,7.0,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.52,,,,,,,,38,2,4-Seam Fastball,8,0,8,0,0,8,8,0,Standard,Standard,138.0,0.0,-0.031
FF,2023-09-29,94.6,1.87,6.23,"Burke, Brock",677594,656271,,ball,,,,,13.0,"Julio Rodriguez grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",R,R,L,SEA,TEX,B,,,0,0,2023,0.49,1.22,-1.92,2.06,,,,1,4,Bot,,,,,641680,,,-11.129449137900329,-137.27034625785146,-8.054936893305973,8.577441371577047,28.220391502229848,-15.128804633506476,3.3,1.46,,,,96.2,2101.0,7.2,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.29,,,,,,,,38,1,4-Seam Fastball,8,0,8,0,0,8,8,0,Standard,Standard,147.0,0.0,0.025
FF,2023-09-29,93.4,1.88,6.13,"Burke, Brock",641487,656271,home_run,hit_into_play,,,,,5.0,J.P. Crawford hits a grand slam (19) to right field.   Mike Ford scores.    Ty France scores.    Josh Rojas scores.,R,L,L,SEA,TEX,X,,line_drive,3,1,2023,0.8,1.22,0.09,2.13,645801.0,664034.0,668942.0,1,4,Bot,229.67,91.59,,,641680,,,-6.492342491649032,-135.7433723163296,-7.390411128261586,11.240407681096148,27.673034079275386,-15.614903418055407,3.25,1.53,367.0,106.8,21.0,95.2,2129.0,7.3,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.24,0.866,1.368,2.0,1.0,0.0,3.0,6.0,37,5,4-Seam Fastball,4,0,4,0,0,8,8,0,Strategic,Standard,141.0,0.046,2.244
FF,2023-09-29,94.0,1.96,6.17,"Burke, Brock",641487,656271,,ball,,,,,12.0,J.P. Crawford hits a grand slam (19) to right field.   Mike Ford scores.    Ty France scores.    Josh Rojas scores.,R,L,L,SEA,TEX,B,,,2,1,2023,0.94,1.3,0.91,4.37,645801.0,664034.0,668942.0,1,4,Bot,,,,,641680,,,-4.855954697085041,-136.9337186879588,-1.898142739169312,12.85720305496009,29.09885186732847,-15.539151807981806,3.15,1.44,,,,95.6,2128.0,7.0,716379,656271,641680,663993,543760,673962,608369,694497,665750,666969,53.45,,,,,,,,37,4,4-Seam Fastball,4,0,4,0,0,4,4,0,Strategic,Standard,133.0,0.0,0.424
