"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2024-03-31","99.4","0.38","6.04","Chapman, Aroldis",641313,547973,,"called_strike",,,,,4,"Tim Anderson strikes out swinging.","R","R","L","MIA","PIT","S",,,0,1,2024,"0.32","1.44","-0.71","2.27",,,,2,8,"Bot",,,,,641511,,,-3.8093667557884694,-144.51682035681768,-8.36413737429149,5.4681775887548225,35.91670137782366,-10.16138988134765,"3.39","1.51",,,,"100.5",2491,"7.1",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.42",,,,,,,,71,2,"4-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",160,"0","-0.025"
"FF","2024-03-31","100.2","0.43","6.05","Chapman, Aroldis",641313,547973,,"swinging_strike",,,,,2,"Tim Anderson strikes out swinging.","R","R","L","MIA","PIT","S",,,0,0,2024,"0.24","1.51","0.15","3.06",,,,2,8,"Bot",,,,,641511,,,-1.3834771677007769,-145.82974986847358,-6.536735766583255,3.7569144376209427,36.469325549862276,-9.35759685631984,"3.36","1.48",,,,"101.6",2511,"7.2",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.3",,,,,,,,71,1,"4-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",161,"0","-0.012"
"SL","2024-03-31","88.6","0.53","5.98","Chapman, Aroldis",665862,547973,"strikeout","swinging_strike",,,,,13,"Jazz Chisholm Jr.  strikes out swinging.","R","L","L","MIA","PIT","S",2,,0,2,2024,"-1.4","0.27","-0.88","2.12",,,,1,8,"Bot",,,,,641511,,,-0.5282902744513737,-129.00283150380642,-3.9760516051048316,-15.499784684815195,27.913534929865985,-28.51463706259443,"3.64","1.7",,,,"90.5",2342,"7.5",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.01",,,"0",1,0,0,,70,4,"Slider",6,7,6,7,7,6,6,7,"Standard","Standard",288,"-0.046","-0.111"
"FF","2024-03-31","101.2","0.55","5.93","Chapman, Aroldis",665862,547973,,"foul",,,,,1,"Jazz Chisholm Jr.  strikes out swinging.","R","L","L","MIA","PIT","S",,,0,2,2024,"0.24","1.39","-0.46","3.36",,,,1,8,"Bot",,,,,641511,,,-3.473369435304501,-147.37889364422327,-5.297505718885025,4.362363673924743,32.888135649410074,-10.861971585723007,"3.64","1.7",210,"85.7",17,"103",2401,"7.1",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.43",,,,,,,,70,3,"4-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",157,"0","0"
"FS","2024-03-31","92.2","0.45","5.91","Chapman, Aroldis",665862,547973,,"swinging_strike",,,,,14,"Jazz Chisholm Jr.  strikes out swinging.","R","L","L","MIA","PIT","S",,,0,1,2024,"0.43","0.23","0.01","1.15",,,,1,8,"Bot",,,,,641511,,,-2.0812394016960045,-134.2728333811335,-6.969619840854783,5.594012839556051,26.392458881096797,-28.20710200337041,"3.64","1.7",,,,"94.7",1423,"7.5",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.03",,,,,,,,70,2,"Split-Finger",6,7,6,7,7,6,6,7,"Standard","Standard",146,"0","-0.04"
"FS","2024-03-31","90.2","0.6","5.89","Chapman, Aroldis",665862,547973,,"called_strike",,,,,2,"Jazz Chisholm Jr.  strikes out swinging.","R","L","L","MIA","PIT","S",,,0,0,2024,"-0.09","0.41","0.17","3.01",,,,1,8,"Bot",,,,,641511,,,-0.896731457852178,-131.5065768986928,-2.175181478294785,-0.9107963940831321,25.560889397976837,-27.195878952326808,"3.55","1.68",,,,"92.7",1249,"7.5",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.04",,,,,,,,70,1,"Split-Finger",6,7,6,7,7,6,6,7,"Standard","Standard",143,"0","-0.026"
"FS","2024-03-31","89.2","0.32","5.9","Chapman, Aroldis",650559,547973,"field_out","hit_into_play",,,,,6,"Bryan De La Cruz flies out to right fielder Connor Joe.","R","R","L","MIA","PIT","X",9,"fly_ball",3,2,2024,"0.58","0.52","0.31","2.28",,,,0,8,"Bot",190.51,84.12,,,641511,,,-1.2688316597730271,-130.02427435398644,-4.159259679891937,6.922641728023407,23.574740249952736,-25.588135905453363,"3.5","1.69",325,"95.1",37,"91.8",1158,"7.5",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.02",0.094,0.186,"0",1,0,0,3,69,6,"Split-Finger",6,7,6,7,7,6,6,7,"Standard","Standard",147,"-0.062","-0.307"
"SI","2024-03-31","98.7","0.35","6.01","Chapman, Aroldis",650559,547973,,"ball",,,,,13,"Bryan De La Cruz flies out to right fielder Connor Joe.","R","R","L","MIA","PIT","B",,,2,2,2024,"0.79","1.18","-1.23","0.6",,,,0,8,"Bot",,,,,641511,,,-6.239321086674394,-143.16416607662836,-12.173847531292505,12.267945407312094,32.25124825607625,-13.3785098411846,"3.39","1.69",,,,"100.4",2317,"7.3",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.15",,,,,,,,69,5,"Sinker",6,7,6,7,7,6,6,7,"Standard","Standard",156,"0","0.099"
"SL","2024-03-31","87.9","0.28","6.01","Chapman, Aroldis",650559,547973,,"called_strike",,,,,8,"Bryan De La Cruz flies out to right fielder Connor Joe.","R","R","L","MIA","PIT","S",,,2,1,2024,"-0.81","0.77","-0.08","1.8",,,,0,8,"Bot",,,,,641511,,,0.8219977850074545,-127.9518382312062,-5.837750871728147,-9.116968840200094,24.520278616821408,-22.73661229763413,"3.56","1.77",,,,"89.9",2250,"7.4",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.14",,,,,,,,69,4,"Slider",6,7,6,7,7,6,6,7,"Standard","Standard",246,"0","-0.073"
"FF","2024-03-31","96.6","0.31","6.03","Chapman, Aroldis",650559,547973,,"called_strike",,,,,9,"Bryan De La Cruz flies out to right fielder Connor Joe.","R","R","L","MIA","PIT","S",,,2,0,2024,"0.47","1.68","0.37","2.06",,,,0,8,"Bot",,,,,641511,,,-0.9018335398865917,-140.41309102352434,-8.93144988736826,6.3663142822203875,33.020701469941976,-8.107024907255493,"3.47","1.72",,,,"97.7",2420,"7.1",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.44",,,,,,,,69,3,"4-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",157,"0","-0.065"
"FF","2024-03-31","96.4","0.56","6","Chapman, Aroldis",650559,547973,,"ball",,,,,12,"Bryan De La Cruz flies out to right fielder Connor Joe.","R","R","L","MIA","PIT","B",,,1,0,2024,"0.58","1.61","1.7","3.28",,,,0,8,"Bot",,,,,641511,,,1.7274622179929595,-140.28056902372614,-5.369744473116086,7.219678648112969,32.646708952275844,-9.941020841734847,"3.52","1.74",,,,"97.6",2390,"7",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.5",,,,,,,,69,2,"4-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",152,"0","0.069"
"FF","2024-03-31","98.9","0.5","6.08","Chapman, Aroldis",650559,547973,,"ball",,,,,13,"Bryan De La Cruz flies out to right fielder Connor Joe.","R","R","L","MIA","PIT","B",,,0,0,2024,"0.41","1.43","-1.17","1.42",,,,0,8,"Bot",,,,,641511,,,-5.58861102220576,-143.68980739972554,-10.718400215036867,7.0215042014207345,32.56245064524936,-10.049794940603745,"3.64","1.79",,,,"100",2376,"7",746090,547973,641511,642133,669707,663647,675961,669261,572191,656582,"53.55",,,,,,,,69,1,"4-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",154,"0","0.041"
"FS","2024-03-28","93.8","0.45","6.05","Chapman, Aroldis",650559,547973,"field_out","hit_into_play",,,,,8,"Bryan De La Cruz grounds out, second baseman Jared Triolo to first baseman Connor Joe.","R","R","L","MIA","PIT","X",4,"ground_ball",0,1,2024,"0.62","0.6","-0.2","2.03",,,,2,9,"Bot",146.19,152.93,,,680779,,,-3.115584977994804,-136.46952919355624,-6.122789140394157,8.431470147291472,29.558773377439408,-23.528002582432055,"3.46","1.65",45,"70.5",3,"95.7",1778,"7.3",746089,547973,680779,656582,669707,663647,665833,669261,572191,668804,"53.15",0.126,0.113,"0",1,0,0,2,80,2,"Split-Finger",5,5,5,5,5,5,5,5,"Standard","Standard",153,"-0.033","-0.071"
"SL","2024-03-28","89","0.59","6.12","Chapman, Aroldis",650559,547973,,"foul",,,,,5,"Bryan De La Cruz grounds out, second baseman Jared Triolo to first baseman Connor Joe.","R","R","L","MIA","PIT","S",,,0,0,2024,"-0.42","0.81","0.24","2.29",,,,2,9,"Bot",,,,,680779,,,0.01776968844831575,-129.61504375276678,-5.220901025073542,-4.730807938967717,25.328030290175946,-22.144777853527223,"3.46","1.65",,,,"91.1",2350,"7.4",746089,547973,680779,656582,669707,663647,665833,669261,572191,668804,"53.15",,,,,,,,80,1,"Slider",5,5,5,5,5,5,5,5,"Standard","Standard",249,"0","-0.012"
"FS","2024-03-28","93.4","0.65","6.03","Chapman, Aroldis",605137,547973,"strikeout","swinging_strike",,,,,13,"Josh Bell strikes out swinging.","R","R","L","MIA","PIT","S",2,,0,2,2024,"0.24","0.34","-0.84","1.28",,,,1,9,"Bot",,,,,680779,,,-4.496243362035499,-135.94392555441445,-7.4422126293848,3.9571847634457478,27.55190254162214,-26.571618670472247,"3.76","1.77",,,,"95.9",1629,"7.5",746089,547973,680779,656582,669707,663647,665833,669261,572191,668804,"52.97",,,"0",1,0,0,,79,3,"Split-Finger",5,5,5,5,5,5,5,5,"Standard","Standard",153,"-0.044","-0.111"
"SI","2024-03-28","98.9","0.74","6.04","Chapman, Aroldis",605137,547973,,"foul",,,,,14,"Josh Bell strikes out swinging.","R","R","L","MIA","PIT","S",,,0,1,2024,"1.22","1.24","1","1.91",,,,1,9,"Bot",,,,,680779,,,-2.1745838864575364,-143.7150378128886,-8.830617525865687,17.394250235883746,35.07421310628755,-13.066832840368736,"3.76","1.77",4,"75.8",-24,"100.3",2260,"7.2",746089,547973,680779,656582,669707,663647,665833,669261,572191,668804,"53.27",,,,,,,,79,2,"Sinker",5,5,5,5,5,5,5,5,"Standard","Standard",155,"0","-0.04"
"FF","2024-03-28","99.7","0.54","6.05","Chapman, Aroldis",605137,547973,,"called_strike",,,,,13,"Josh Bell strikes out swinging.","R","R","L","MIA","PIT","S",,,0,0,2024,"0.56","1.53","-0.84","1.84",,,,1,9,"Bot",,,,,680779,,,-5.201873073267933,-144.79522834828404,-9.909703985829116,9.13062959345287,35.623589786099956,-8.434456631758467,"3.73","1.78",,,,"101.1",2436,"7.3",746089,547973,680779,656582,669707,663647,665833,669261,572191,668804,"53.21",,,,,,,,79,1,"4-Seam Fastball",5,5,5,5,5,5,5,5,"Standard","Standard",153,"0","-0.026"
"SL","2024-03-28","87.1","0.57","6","Chapman, Aroldis",650333,547973,"field_out","hit_into_play",,,,,5,"Luis Arraez flies out to center fielder Michael A.   Taylor.","R","L","L","MIA","PIT","X",8,"fly_ball",1,1,2024,"-0.47","0.82","0.11","2.23",,,,0,9,"Bot",130.01,82.15,,,680779,,,-0.1352713645526417,-126.88907251842237,-4.6830963760238955,-5.057698440815215,23.78547984280882,-22.599872174983012,"3.16","1.49",291,"91.3",45,"88.5",2227,"6.9",746089,547973,680779,656582,669707,663647,665833,669261,572191,668804,"53.56",0.014,0.02,"0",1,0,0,3,78,3,"Slider",5,5,5,5,5,5,5,5,"Standard","Standard",276,"-0.057","-0.224"
"SL","2024-03-28","87.5","0.8","6.04","Chapman, Aroldis",650333,547973,,"foul",,,,,7,"Luis Arraez flies out to center fielder Michael A.   Taylor.","R","L","L","MIA","PIT","S",,,1,0,2024,"-0.83","0.93","-0.7","1.76",,,,0,9,"Bot",,,,,680779,,,-1.933019387805193,-127.21608721805886,-6.1530748859480955,-8.50993983062821,28.32707301945095,-20.99988007722128,"3.16","1.49",3,"57.4",-33,"88.8",2214,"7.4",746089,547973,680779,656582,669707,663647,665833,669261,572191,668804,"53.15",,,,,,,,78,2,"Slider",5,5,5,5,5,5,5,5,"Standard","Standard",230,"0","-0.053"
"FS","2024-03-28","88.6","0.78","5.88","Chapman, Aroldis",650333,547973,,"ball",,,,,11,"Luis Arraez flies out to center fielder Michael A.   Taylor.","R","L","L","MIA","PIT","B",,,0,0,2024,"-0.03","0.56","-1.05","2.7",,,,0,9,"Bot",,,,,680779,,,-4.559236975613205,-129.01491748149166,-2.9856617165325128,0.6275485460307269,26.27507036161992,-25.464002408566174,"3.19","1.53",,,,"91.7",1375,"8.1",746089,547973,680779,656582,669707,663647,665833,669261,572191,668804,"52.41",,,,,,,,78,1,"Split-Finger",5,5,5,5,5,5,5,5,"Standard","Standard",133,"0","0.041"
